./main --alphabet=BRG --data=R/,/G\;R/,/G,R/,/G\;R/,/G,R/,/G,R/,/G --param=0.85 --threads=12 --top=10000 --time=20m
# ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
# Running Fleet on binli-HP-Z420-Workstation with PID=14399 by user binli at Wed Jul 31 21:58:03 2019
# ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
# Executable checksum: 65f9670c8a5c502caf7ddd64b5a452b3  /proc/14399/exe
# 	 --input=input.txt
# 	 --threads=12
# 	 --mcmc=0
# 	 --mcts=0
# 	 --time=20m (1200 seconds)
# 	 --restart=0
# 	 --seed=0
# ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
-17.7427	"R/,/G/,/G/,/G/,/G/,/G/,/G/,/G/,/G/,/G/"
-17.6626	"R/R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,/G"
-17.3054	"R/,/,/,/,/,/,/,/,/,/G"
-17.2786	"R/R/R/R/R/R/R/R/R/R/G,,,,,,,,,"
-17.1364	"/,/,/,/,/,/,/,/,/,/B"
-17.0615	"/,G/G,G/G,G/G,G/G,G/G,G/G,G/G,G/G,G/G"
-17.0143	"R/R,R/R,R/R,R/R,R/R,R/R,R/R,R/R,R/R,/"
-17.0055	"B/G,/G,/G,/G,/G,/G,/G,/G,/G,/G"
-17.0055	"R/,R/,R/,R/,R/,R/,R/,R/,R/,R/B"
-16.9091	"G/G,/G,/G,/G,/G,/G,/G,/G,/G,/G"
-16.9091	"R/,R/,R/,R/,R/,R/,R/,R/,R/,R/R"
-16.8818	"B/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,/G"
-16.8706	"/,/,/,/,/,/,/,/,/,/R"
-16.8412	"R/,R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/B"
-16.8258	"G/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,/G"
-16.7937	"B/,/,/,/,/,/,/,/,/,/"
-16.7858	"R/,R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/R"
-16.6407	"//G,R//G,R//G,R//G,R//G,R//G,R//G,R//G,R//G,R//G"
-16.6388	"R//G,R//G,R//G,R//G,R//G,R//G,R//G,R//G,R//G,R//"
-16.6134	"R/R/G,R/R/G,R/R/G,R/R/G,R/R/G,R/R/G,R/R/G,R/R/G,R/R/G,//G"
-16.6059	"/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G"
-16.5887	"G,R,R,R,R,R,R,R,R,"
-16.5792	"R,R,R,R,R,R,R,R,R,R/G"
-16.5678	"R/G,G,G,G,G,G,G,G,G,G"
-16.5506	"R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/"
-16.5476	"G/,/,/,/,/,/,/,/,/,/"
-16.5303	"R,/R,R/R,R/R,R/R,R/R,R/R,R/R,R/R,G"
-16.5299	"R,G/G,G/G,G/G,G/G,G/G,G/G,G/G,G/,G"
-16.5064	"R//,R/G/G,R/G/G,R/G/G,R/G/G,R/G/G,R/G/G,R/G/G,R/G/G,R/G/G"
-16.5043	"R/B/G,R/B/G,R/B/G,R/B/G,R/B/G,R/B/G,R/B/G,R/B/G,R/B/G,R//G"
-16.5043	"R//G,R/B/G,R/B/G,R/B/G,R/B/G,R/B/G,R/B/G,R/B/G,R/B/G,R/B/G"
-16.4831	"R/,G/,G/,G/,G/,G/,G/,G/,G/,G/"
-16.4685	"R/G/G,R/G/G,R/G/G,R/G/G,R/G/G,R/G/G,R/G/G,R/G/G,R/G/G,R//G"
-16.4685	"R//G,R/R/G,R/R/G,R/R/G,R/R/G,R/R/G,R/R/G,R/R/G,R/R/G,R/R/G"
-16.447	",G,G,G,G,G,G,G,G,R"
-16.3941	"R/,R/R,R/R,R/R,R/R,R/R,R/R,R/R,R/R,R/G"
-16.3941	"R/,R/B,R/B,R/B,R/B,R/B,R/B,R/B,R/B,R/G"
-16.3774	"R/G,G/G,G/G,G/G,G/G,G/G,G/G,G/G,G/G,/G"
-16.3774	"R/G,B/G,B/G,B/G,B/G,B/G,B/G,B/G,B/G,/G"
-16.3383	"R,/R,/R,/R,/R,/R,/R,/R,/R,"
-16.323	"R//,R//,R//,R//,R//,R//,R//,R//,R//,R//G"
