./main --alphabet=BRG --data=/RB,GB/\;/RB,GB/,/RB,GB/\;/RB,GB/,/RB,GB/,/RB,GB/ --param=0.87 --threads=12 --top=10000 --time=20m
-15.8972	"RB,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/"
-15.8924	"/R,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B"
-15.8908	",B,B,B,B,B,B,B,B,G/B"
-15.8572	"/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/G"
-15.8474	"B,B,B,B,B,B,B,B,B,G/R/R/R/R/R/R/R/R/"
-15.8331	"/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/G"
-15.8331	"/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/B"
-15.8314	"G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,B"
-15.8265	"/B,G,G,G,G,G,G,G,G,G"
-15.8231	"R,B/G,B/G,B/G,B/G,B/G,B/G,B/G,B/G,B/"
-15.8062	"B,B,B,B,B,B,B,B,B,B/G/G/G/G/G/G/G/G/"
-15.7831	"R/,G/,G/,G/,G/,G/,G/,G/,G/,G"
-15.7831	"/R,/R,/R,/R,/R,/R,/R,/R,/R,R"
-15.7664	",/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B"
-15.7661	"BB,GB,GB,GB,GB,GB,GB,GB,G,G"
-15.7622	"B,B,B,B,B,B,B,B,B,G/B/B/B/B/B/B/B/"
-15.7597	"/B,/B,/B,/B,/B,/B,/B,/B,/B,G/B"
-15.7559	"G/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/"
-15.7559	"R/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/"
-15.7436	"B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,G"
-15.737	"B,B,GB,GB,GB,GB,GB,GB,GB,GG"
-15.7309	"B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,G"
-15.7082	"B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/,B"
-15.7064	"B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G"
-15.701	"B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,G/"
-15.6944	"/R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//"
-15.6789	"RB,/B,/B,/B,/B,/B,/B,/B,/B,/"
-15.6784	"R,/B,/B,/B,/B,/B,/B,/B,/B,"
-15.6762	"B/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/,G"
-15.6762	"R/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/,B"
-15.6762	"B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,"
-15.6642	"/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/G"
-15.6616	"RB,G//RB,G//RB,G//RB,G//RB,G//RB,G//RB,G//RB,G//RB,G//"
-15.6516	"////////B,B,B,B,B,B,B,B,B,B"
-15.6492	"R/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/"
-15.6481	"G,/B,/B,/B,/B,/B,/B,/B,/B,/B"
-15.6399	"/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,R"
-15.6321	"R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G/"
-15.6292	"/,G/,G/,G/,G/,G/,G/,G/,G/,G/"
-15.6292	"/R,/R,/R,/R,/R,/R,/R,/R,/R,/"
-15.6276	"/R,/R,/R,/R,/R,/R,/R,/R,/R,G/"
-15.6235	"/B,G/,G/,G/,G/,G/,G/,G/,G/,G/"
-15.6231	"/R,G/,G/,G/,G/,G/,G/,G/,G/,G/"
-15.6116	",B,B,B,B,B,B,B,B,GB"
-15.6077	",R,R,R,R,R,R,R,R,B"
-15.6077	",R,R,R,R,R,R,R,R,G"
-15.6	"/B,/B,/B,/B,/B,/B,/B,/B,/B,G/R"
-15.6	"/B,/B,/B,/B,/B,/B,/B,/B,/B,B/R"
-15.5953	"B,B,B,B,B,B,B,B,B,/B/B/B/B/B/B/B/B"
-15.5853	"R/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/"
-15.5853	"B/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/"
-15.5702	"R,RB,RB,RB,RB,RB,RB,RB,RB,"
-15.5666	"B,B,B,B,B,B,B,B,B,B/R/R/R/R/R/R/R/R/"
-15.5499	",R,B,B,B,B,B,B,B,B"
-15.5493	",B/,B/,B/,B/,B/,B/,B/,B/,B/G"
-15.5426	"G,B/,B/,B/,B/,B/,B/,B/,B/,B/"
-15.5414	"B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,/B"
-15.5237	"B,B,GB,GB,GB,GB,GB,GB,GB,G"
-15.5159	"B,B,B,B,B,B,B,B,B,G/G/G/G/G/G/G/G/"
-15.5091	"R/,B/,B/,B/,B/,B/,B/,B/,B/,B"
-15.4945	"B,B,B,B,B,B,B,B,B,GBBBBBBBBB"
-15.4517	"/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/R"
-15.4517	"/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/G"
-15.4415	"/R/R/R/R/R/R/R/R,B,B,B,B,B,B,B,B,B"
-15.4408	"/B,G//B,G//B,G//B,G//B,G//B,G//B,G//B,G//B,G//"
-15.4368	"G/R,B/G/R,B/G/R,B/G/R,B/G/R,B/G/R,B/G/R,B/G/R,B/G/R,B/"
-15.434	"/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,G"
-15.4297	"/B,/B,/B,/B,/B,/B,/B,/B,/B,B/B"
-15.4244	"RB,GBB,GBB,GBB,GBB,GBB,GBB,GBB,GBB,GB"
-15.4214	"RB,GRB,GRB,GRB,GRB,GRB,GRB,GRB,GRB,GB"
-15.4206	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,"
-15.4206	"B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,"
-15.4033	"/RB,B//RB,B//RB,B//RB,B//RB,B//RB,B//RB,B//RB,B//RB,B"
-15.3936	"B,/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/R"
-15.3936	"B,/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/G"
-15.3837	"BB,GB,GB,GB,GB,GB,GB,GB,GB,"
-15.3732	"B,,B,B,B,B,B,B,B,B"
-15.3686	"B,/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B"
-15.3686	"B,/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/R"
-15.3679	",GB,GB,GB,GB,GB,GB,GB,GB,B"
-15.3606	"/R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G"
-15.3562	"B,B,RB,RB,RB,RB,RB,RB,RB,RB"
-15.3547	"B,BB,BB,BB,BB,BB,BB,BB,BB,B"
-15.3529	"R,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/,"
-15.3526	"/R/R/R/R/R/R/R/R/B,B,B,B,B,B,B,B,B,B"
-15.3523	"/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,R"
-15.3439	"B,B,B,B,B,B,B,B,,B"
-15.3403	"/B/B/B/B/B/B/B/B,B,B,B,B,B,B,B,B,B"
-15.3318	"B,G//B,G//B,G//B,G//B,G//B,G//B,G//B,G//B,G/"
-15.3259	"R,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,/B"
-15.3243	"/B,B/,B/,B/,B/,B/,B/,B/,B/,B/"
-15.302	"/B/B/B/B/B/B/B/B,B,B,B,B,B,B,B,B,"
-15.2834	"/RB,G//RB,G//RB,G//RB,G//RB,G//RB,G//RB,G//RB,G//RB,G"
-15.2338	"R/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/,"
-15.2338	"G/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/,"
-15.2317	"B,GB,GB,GB,GB,GB,GB,GB,GB,GB/"
-15.2314	"/R/R/R/R/R/R/R/R/R,B,B,B,B,B,B,B,B,B"
-15.206	"/B,G//B,G//B,G//B,G//B,G//B,G//B,G//B,G//B,G"
-15.1843	"/R,GB,GB,GB,GB,GB,GB,GB,GB,GB"
-15.1747	"/B,B//B,B//B,B//B,B//B,B//B,B//B,B//B,B//B,B"
-15.1743	"B,B//B,B//B,B//B,B//B,B//B,B//B,B//B,B//B,B/"
-15.1736	"/R,B/,B/,B/,B/,B/,B/,B/,B/,B/"
-15.1692	"/B/B/B/B/B/B/B/B/R,B,B,B,B,B,B,B,B,B"
-15.1647	"/B,/B,/B,/B,/B,/B,/B,/B,/B,B/////////"
-15.1621	"/B/B/B/B/B/B/B/B/R,B,B,B,B,B,B,B,B,"
-15.162	"B,B,B,B,B,B,B,B,B,G/R"
-15.1581	"R,GB,GB,GB,GB,GB,GB,GB,GB,"
-15.1396	"R,R,R,R,R,R,R,R,R,"
-15.1348	"/////////,B,B,B,B,B,B,B,B,B"
-15.1036	",G,G,G,G,G,G,G,G,G"
-15.0939	"B,B,B,B,B,B,B,B,B,B/B/B/B/B/B/B/B/B/B"
-15.0666	"RB,/RB,/RB,/RB,/RB,/RB,/RB,/RB,/RB,/"
-15.0402	"R,B//R,B//R,B//R,B//R,B//R,B//R,B//R,B//R,B/"
-15.0363	"R,/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/G"
-15.0331	"/,GB/,GB/,GB/,GB/,GB/,GB/,GB/,GB/,GB"
-15.0201	"/,B/,B/,B/,B/,B/,B/,B/,B/,B/"
-15.0079	"R,/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/B"
-14.9855	"B,B,B,B,B,B,B,B,B,/////////"
-14.9792	"B,B,B,B,B,B,B,B,B,B/////////"
-14.9747	"G/B,B/G/B,B/G/B,B/G/B,B/G/B,B/G/B,B/G/B,B/G/B,B/G/B,B/"
-14.9747	"B/R,B/B/R,B/B/R,B/B/R,B/B/R,B/B/R,B/B/R,B/B/R,B/B/R,B/"
-14.9594	"/,/,/,/,/,/,/,/,/,G"
-14.9421	",B,B,B,B,B,B,B,B,B/B/B/B/B/B/B/B/"
-14.9397	",/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/"
-14.9285	"R,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,/"
-14.9259	"B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/"
-14.9218	",B,B,B,B,B,B,B,B,R"
-14.9211	"B,B,B,B,B,B,B,B,B,B/B/B/B/B/B/B/B/"
-14.9052	"RB,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/"
-14.8994	"/R/,/R/,/R/,/R/,/R/,/R/,/R/,/R/,/R/,B"
-14.8994	"/R/,/R/,/R/,/R/,/R/,/R/,/R/,/R/,/R/,G"
-14.8927	"RB,GB,GB,GB,GB,GB,GB,GB,G,G"
-14.8697	"R,/R,/R,/R,/R,/R,/R,/R,/R,/"
-14.8625	"/,/,/,/,/,/,/,/,/,"
-14.8561	"/R,B/R/R,B/R/R,B/R/R,B/R/R,B/R/R,B/R/R,B/R/R,B/R/R,B/B"
-14.8561	"/R,B/B/R,B/B/R,B/B/R,B/B/R,B/B/R,B/B/R,B/B/R,B/B/R,B/R"
-14.8561	"/R,B/B/R,B/B/R,B/B/R,B/B/R,B/B/R,B/B/R,B/B/R,B/B/R,B/G"
-14.8471	"/B,/B,/B,/B,/B,/B,/B,/B,/B,/////////"
-14.8445	"/,G//,G//,G//,G//,G//,G//,G//,G//,G/"
-14.8426	"B/B,/B,/B,/B,/B,/B,/B,/B,/B,"
-14.8424	"/,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB"
-14.8378	"G/B,/B,/B,/B,/B,/B,/B,/B,/B,"
-14.8343	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/"
-14.8318	"B/B,G/B/B,G/B/B,G/B/B,G/B/B,G/B/B,G/B/B,G/B/B,G/B/B,G/"
-14.8309	"RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/B"
-14.8281	"/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,"
-14.8263	"/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/G"
-14.8175	"/B,GB,G/B,GB,G/B,GB,G/B,GB,G/B,GB"
-14.817	"/B,G/G/B,G/G/B,G/G/B,G/G/B,G/G/B,G/G/B,G/G/B,G/G/B,G/B"
-14.817	"/B,G/G/B,G/G/B,G/G/B,G/G/B,G/G/B,G/G/B,G/G/B,G/G/B,G/R"
-14.8169	"/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/R"
-14.8121	"B,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R"
-14.803	"/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/,"
-14.7989	"R/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B"
-14.7986	"B,B,B,B,B,B,B,B,B,G/B"
-14.7985	"/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,GB"
-14.7963	"B,GB,GB,GB,GB,GB,GB,GB,GB,GG"
-14.7924	"G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/"
-14.7924	"R/R,B/R/R,B/R/R,B/R/R,B/R/R,B/R/R,B/R/R,B/R/R,B/R/R,B/"
-14.7762	"G/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B"
-14.756	"R,GR,GR,GR,GR,GR,GR,GR,GR,GB"
-14.7556	"/,G/,G/,G/,G/,G/,G/,G/,G/,G"
-14.7533	"B/B,B/B/B,B/B/B,B/B/B,B/B/B,B/B/B,B/B/B,B/B/B,B/B/B,B/"
-14.7526	"B,GB,GB,GB,GB,GB,GB,GB,GB,"
-14.7417	"/B,/B,/B,/B,/B,/B,/B,/B,/B,/G"
-14.7417	"/B,/B,/B,/B,/B,/B,/B,/B,/B,/R"
-14.7229	"/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,GB"
-14.7225	"/R,B/R/R,B/R/R,B/R/R,B/R/R,B/R/R,B/R/R,B/R/R,B/R/R,B/G"
-14.7225	"/B,B/G/B,B/G/B,B/G/B,B/G/B,B/G/B,B/G/B,B/G/B,B/G/B,B/B"
-14.7008	"/B,/B/B,B/B/B,B/B/B,B/B/B,B/B/B,B/B/B,B/B/B,B/B/B,B/B"
-14.6934	"R,/,/,/,/,/,/,/,/,/"
-14.6934	"B,/,/,/,/,/,/,/,/,/"
-14.6927	"/B,B/B/B,B/B/B,B/B/B,B/B/B,B/B/B,B/B/B,B/B/B,B/B/B,B/G"
-14.6927	"/B,B/B/B,B/B/B,B/B/B,B/B/B,B/B/B,B/B/B,B/B/B,B/B/B,B/R"
-14.6922	"/////////B,B,B,B,B,B,B,B,B,B"
-14.6922	"B,B,B,B,B,B,B,B,B,/B/B/B/B/B/B/B/B/B"
-14.6911	"/,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,G"
-14.6894	"/B,/B,/B,/B,/B,/B,/B,/B,/B,G/////////"
-14.6835	"/B,B/R/B,B/R/B,B/R/B,B/R/B,B/R/B,B/R/B,B/R/B,B/R/B,B/G"
-14.6835	"/B,B/R/B,B/R/B,B/R/B,B/R/B,B/R/B,B/R/B,B/R/B,B/R/B,B/B"
-14.6789	"RB,B,B,B,B,B,B,B,B,"
-14.6717	"/,/,/,/,/,/,/,/,/,B"
-14.66	"R/B,G/R/B,G/R/B,G/R/B,G/R/B,G/R/B,G/R/B,G/R/B,G/R/B,G/"
-14.6572	"B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/"
-14.6572	"G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/"
-14.6335	"/,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B"
-14.6323	"B,B,B,B,B,B,B,B,B,G/B/B/B/B/B/B/B/B/B"
-14.632	"B,B,B,B,B,B,B,B,B,B/R"
-14.6307	"R,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B"
-14.6248	"GB,GB,GB,GB,GB,GB,GB,GB,GB,R"
