./main --alphabet=BRG --data=/RB,GB/\;/RB,GB/,/RB,GB/\;/RB,GB/,/RB,GB/,/RB,GB/ --param=0.95 --threads=12 --top=10000 --time=20m
# ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
# Running Fleet on binli-HP-Z420-Workstation with PID=15838 by user binli at Thu Aug  1 00:58:54 2019
# ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
# Executable checksum: 65f9670c8a5c502caf7ddd64b5a452b3  /proc/15838/exe
# 	 --input=input.txt
# 	 --threads=12
# 	 --mcmc=0
# 	 --mcts=0
# 	 --time=20m (1200 seconds)
# 	 --restart=0
# 	 --seed=0
# ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
-17.9761	"/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB"
-17.9761	"/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RG"
-17.9692	"/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,G/"
-17.9358	"G//B,G//B,G//B,G//B,G//B,G//B,G//B,G//B,G//B,G/"
-17.9287	"//B,B/B/B,B/B/B,B/B/B,B/B/B,B/B/B,B/B/B,B/B/B,B/B/B,B/G"
-17.9242	"/R/B,B/R/B,B/R/B,B/R/B,B/R/B,B/R/B,B/R/B,B/R/B,B/R/B,B/B"
-17.9224	"//B,G/G/B,G/G/B,G/G/B,G/G/B,G/G/B,G/G/B,G/G/B,G/G/B,G/R"
-17.8718	"G/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B"
-17.8718	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R"
-17.8718	"B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/G"
-17.8591	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/B"
-17.8591	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/G"
-17.8351	"/R/B,G/R/B,G/R/B,G/R/B,G/R/B,G/R/B,G/R/B,G/R/B,G/R/B,G/G"
-17.8077	"R/RB,GB/RB,GB/RB,GB/RB,GB/RB,GB/RB,GB/RB,GB/RB,GB/RB,GB/B"
-17.8047	"B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R"
-17.8047	"B/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B"
-17.8047	"B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/G"
-17.8047	"B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/B"
-17.8047	"G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/R"
-17.7475	"RB,GRB,GRB,GRB,GRB,GRB,GRB,GRB,GRB,GB"
-17.7127	"R/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/"
-17.7127	"G/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/"
-17.7127	"G/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/"
-17.7044	"/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R"
-17.6937	"B/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/"
-17.6937	"G/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/"
-17.6159	"R/,GB/,GB/,GB/,GB/,GB/,GB/,GB/,GB/,GB/"
-17.508	"/R/,/R/,/R/,/R/,/R/,/R/,/R/,/R/,/R/,/R/"
-17.4257	"B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,/"
-17.3045	"G/B,/B,/B,/B,/B,/B,/B,/B,/B,/B"
-17.2938	"/R,/R,/R,/R,/R,/R,/R,/R,/R,/B"
-17.2794	"B,B,B,B,B,B,B,B,B,/R/R/R/R/R/R/R/R/R"
-17.2777	"GB,RB,RB,RB,RB,RB,RB,RB,RB,"
-17.277	"G,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/"
-17.2753	"G,RB,RB,RB,RB,RB,RB,RB,RB,RB"
-17.2653	"G,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/"
-17.2537	"/R,B/R/R,B/R/R,B/R/R,B/R/R,B/R/R,B/R/R,B/R/R,B/R/R,B"
-17.2535	"/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/,B"
-17.2533	"RRB,GB,GB,GB,GB,GB,GB,GB,GB,G"
-17.2405	"R,/B,/B,/B,/B,/B,/B,/B,/B,/"
