./main --alphabet=BRG --data=R/,/G\;R/,/G,R/,/G\;R/,/G,R/,/G,R/,/G --param=0.95 --threads=12 --top=10000 --time=20m
# ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
# Running Fleet on binli-HP-Z420-Workstation with PID=13918 by user binli at Wed Jul 31 20:58:00 2019
# ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
# Executable checksum: 65f9670c8a5c502caf7ddd64b5a452b3  /proc/13918/exe
# 	 --input=input.txt
# 	 --threads=12
# 	 --mcmc=0
# 	 --mcts=0
# 	 --time=20m (1200 seconds)
# 	 --restart=0
# 	 --seed=0
# ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
-18.3917	"/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,/G"
-17.8507	"R/,/R/,/R/,/R/,/R/,/R/,/R/,/R/,/R/,/R/"
-17.8425	"R/G,R//G,R//G,R//G,R//G,R//G,R//G,R//G,R//G,R//G"
-17.7426	"R/G/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,/G"
-17.693	"R/R/R/R/R/R/R/R/R/R/G,,,,,,,,,"
-17.4987	"R//G,/G,/G,/G,/G,/G,/G,/G,/G,/G"
-17.1979	",/,/,/,/,/,/,/,/,R"
-17.1739	"R/,R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/GG"
-17.1701	"R/R,R/R,R/R,R/R,R/R,R/R,R/R,R/R,R/R,R/G"
-17.1618	"R/G,G/G,G/G,G/G,G/G,G/G,G/G,G/G,G/G,G/G"
-17.1493	"R//G,R//G,R//G,R//G,R//G,R//G,R//G,R//G,R//G,R/G"
-17.0772	"R/B/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,/G"
-17.0772	"R/,R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/B/G"
-17.0495	"R/,R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/R/G"
-16.9451	"R,R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/,R"
-16.8135	"R/,R/,R/,R/,R/,R/,R/,R/,R/,R//G"
-16.7781	"/,G/G,G/G,G/G,G/G,G/G,G/G,G/G,G/G,G/G"
-16.7344	"R/R,R/R,R/R,R/R,R/R,R/R,R/R,R/R,R/R,/"
-16.6585	"/,/,/,/,/,/,/,/,/,/B"
-16.5898	"R//G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G"
-16.5898	"R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,R//G"
-16.5677	"B/G,/G,/G,/G,/G,/G,/G,/G,/G,/G"
-16.5677	"R/,R/,R/,R/,R/,R/,R/,R/,R/,R/B"
-16.5235	"R/,/R/,/R/,/R/,/R/,/R/,/R/,/R/,/R/,"
-16.4937	"G/G,/G,/G,/G,/G,/G,/G,/G,/G,/G"
-16.4937	"R/,R/,R/,R/,R/,R/,R/,R/,R/,R/R"
-16.4819	"R/,/G/,/G/,/G/,/G/,/G/,/G/,/G/,/G/,"
-16.4391	"/,/,/,/,/,/,/,/,/,/R"
-16.4197	",R,R,R,R,R,R,R,R,R"
-16.3031	"R,G/,G/,G/,G/,G/,G/,G/,G/,G/"
-16.2851	"B/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,/G"
-16.2708	"B/,/,/,/,/,/,/,/,/,/"
-16.252	"G,/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,G"
-16.2476	"R/,R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/B"
-16.2445	"G/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,/G"
-16.2074	"R/,R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/R"
-16.2066	"R,R,R,R,R,R,R,R,R,/G/G/G/G/G/G/G/G/G/G"
-16.2048	"/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G"
-16.19	"R,R,R,R,R,R,R,R,R,R/G"
-16.1809	"R/G,G,G,G,G,G,G,G,G,G"
-16.1699	"R/R/R/R/R/R/R/R/R/R/,G,G,G,G,G,G,G,G,G"
-16.1542	"R,/,R/,R/,R/,R/,R/,R/,R/,R/G"
-16.154	",,,,,,,,,G"
-16.1508	"R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/"
-16.1367	"R,/R,/R,/R,/R,/R,/R,/R,/R,"
-16.1285	"R,,,,,,,,,"
-16.1133	"R,R,R,R,R,R,R,R,R,/"
-16.1133	"/,G,G,G,G,G,G,G,G,G"
-16.1032	"R,R/R,R/R,R/R,R/R,R/R,R/R,R/R,R/R,/"
-16.0701	"G/,/,/,/,/,/,/,/,/,/"
-16.0466	"R,/R,R/R,R/R,R/R,R/R,R/R,R/R,R/R,G"
-16.0463	"R,G/G,G/G,G/G,G/G,G/G,G/G,G/G,G/,G"
-16.0148	"R,R/,R/,R/,R/,R/,R/,R/,R/,/"
-16.0099	"R/,G/,G/,G/,G/,G/,G/,G/,G/,G/"
-16.0093	"R,G/G,G/G,G/G,G/G,G/G,G/G,G/G,G/G,G/G"
-15.9644	"G,/G,/G,/G,/G,/G,/G,/G,/G,"
-15.92	",/,R/,R/,R/,R/,R/,R/,R/,R/G"
-15.8967	"R,/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G"
-15.8967	"R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/G,R/,G"
-15.8925	"R,R,R,R,R,R,R,R,R,/G/G/G/G/G/G/G/G"
-15.8549	"R/G,/G,/G,/G,/G,/G,/G,/G,/,"
-15.8281	"R,G/G,G/G,G/G,G/G,G/G,G/G,G/G,G/G,/"
-15.8102	"R/,R/R,R/R,R/R,R/R,R/R,R/R,R/R,R/R,R/G"
-15.8102	"R/,R/B,R/B,R/B,R/B,R/B,R/B,R/B,R/B,R/G"
-15.8097	"/////////,G,G,G,G,G,G,G,G,G"
-15.7964	"R/G,B/G,B/G,B/G,B/G,B/G,B/G,B/G,B/G,/G"
-15.7964	"R/G,G/G,G/G,G/G,G/G,G/G,G/G,G/G,G/G,/G"
-15.7746	"R,/R,/R,/R,/R,/R,/R,/R,/R,G"
-15.773	"R,G/,G/,G/,G/,G/,G/,G/,G/,G"
-15.7722	"R/R,R/R,R/R,R/R,R/R,R/R,R/R,R/R,R/,R"
-15.7318	"R/R/R/R/R/R/R/R/R/G,R,R,R,R,R,R,R,R,"
-15.7262	"R,/G/R,/G/R,/G/R,/G/R,/G/R,/G/R,/G/R,/G/R,/G/"
-15.7232	"R,R/R,R/R,R/R,R/R,R/R,R/R,R/R,R/R,R/G"
-15.7232	"R/R,R/R,R/R,R/R,R/R,R/R,R/R,R/R,R/R,G"
-15.719	",R/,R/,R/,R/,R/,R/,R/,R/,G"
-15.6754	"R,/G,/G,/G,/G,/G,/G,/G,/G,/"
-15.6754	"G,G,G,G,G,G,G,G,G,/G/G/G/G/G/G/G/G/G"
-15.6747	"//G,R//G,R//G,R//G,R//G,R//G,R//G,R//G,R//G,R//G"
-15.6735	"R//G,R//G,R//G,R//G,R//G,R//G,R//G,R//G,R//G,R//"
-15.6477	"B/,/G,/G,/G,/G,/G,/G,/G,/G,/G"
-15.6477	"R/,R/,R/,R/,R/,R/,R/,R/,R/,/B"
-15.6194	"R/R/R/R/R/R/R/R/,G,G,G,G,G,G,G,G,G"
-15.6114	"R,GR,GR,GR,GR,GR,GR,GR,GR,G"
