./main --alphabet=BRG --data=/RB,GB/\;/RB,GB/,/RB,GB/\;/RB,GB/,/RB,GB/,/RB,GB/ --param=0.82 --threads=12 --top=10000 --time=20m
-16.608	"//B,G//B,G//B,G//B,G//B,G//B,G//B,G//B,G//B,G/"
-16.5735	"G/B,/B,/B,/B,/B,/B,/B,/B,/B,/B"
-16.5435	"/R,/R,/R,/R,/R,/R,/R,/R,/R,/B"
-16.5181	",/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/B"
-16.509	"/R,G,G,G,G,G,G,G,G,G"
-16.4934	"B/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/"
-16.4922	"B,GB,GB,GB,GB,GB,GB,GB,G,G"
-16.4674	",/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B"
-16.4529	"B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,/"
-16.4504	"/B,/B,/B,/B,/B,/B,/B,/B,/B,GB"
-16.4285	"/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/G"
-16.424	",B,B,B,B,B,B,B,B,GB"
-16.4067	"B,B,B,B,B,B,B,B,B,/B/B/B/B/B/B/B/B/B/B"
-16.3934	"R,RB,RB,RB,RB,RB,RB,RB,RB,"
-16.3899	",RB,RB,RB,RB,RB,RB,RB,RB,R"
-16.3796	"G/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/"
-16.3749	"//B,G//B,G//B,G//B,G//B,G//B,G//B,G//B,G//B,G//B"
-16.3618	"B,GB,GB,GB,GB,GB,GB,GB,GB,GB/"
-16.2639	"R/,B/,B/,B/,B/,B/,B/,B/,B/,B/"
-16.2522	"RB,RB,RB,RB,RB,RB,RB,RB,RB,RB"
-16.2522	"BB,GB,GB,GB,GB,GB,GB,GB,GB,GB"
-16.2522	"GB,GB,GB,GB,GB,GB,GB,GB,GB,GB"
-16.2208	"/RB,B/G/RB,B/G/RB,B/G/RB,B/G/RB,B/G/RB,B/G/RB,B/G/RB,B/G/RB,B/G"
-16.2075	"B,/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G"
-16.1997	"B,B,B,B,B,B,B,B,B,G/B/B/B/B/B/B/B/B"
-16.1972	"B,B,B,B,B,B,B,B,B,/R/R/R/R/R/R/R/R/R"
-16.1953	"R,R,R,R,R,R,R,R,R,G/"
-16.1906	"R/B,/B,/B,/B,/B,/B,/B,/B,/B,/B"
-16.1857	",B,B,B,B,B,B,B,B,B/G"
-16.1814	",G,G,G,G,G,G,G,G,B"
-16.1759	"R,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G"
-16.1759	"B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,B"
-16.1367	"R/R,B,B,B,B,B,B,B,B,B"
-16.1326	"/R,/R,/R,/R,/R,/R,/R,/R,/R,/R"
-16.1297	"/,GB/,GB/,GB/,GB/,GB/,GB/,GB/,GB/,GB/"
-16.0885	"B,R,R,R,R,R,R,R,R,R"
-16.0727	"R,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,/B"
-16.0537	"B,B,B,B,B,B,B,B,B,////////"
-16.0465	"/,/,/,/,/,/,/,/,/,/"
-16.0445	"B,B,B,B,B,B,B,B,B,R/"
-16.0317	"/B,B/,B/,B/,B/,B/,B/,B/,B/,B/"
-16.0234	"/,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/G"
-16.0234	"/,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/R"
-16.023	"/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/R"
-15.9961	"/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/R"
-15.9961	"/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/B"
-15.9961	"/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/G"
-15.9808	",/B,/B,/B,/B,/B,/B,/B,/B,"
-15.9741	"B/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/"
-15.9731	"B/B,B,B,B,B,B,B,B,B,B"
-15.9718	"B,B,B,B,B,B,B,B,B,GBBBBBBBBB"
-15.9389	",B,B,B,B,B,B,B,B,G/B"
-15.9356	"G,G,G,G,G,G,G,G,G,B"
-15.9145	"B,B,B,B,B,B,B,B,B,/B"
-15.9145	"/G,B,B,B,B,B,B,B,B,B"
-15.9145	"R/,B,B,B,B,B,B,B,B,B"
-15.9122	"G/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/"
-15.9122	"R/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/"
-15.8935	"/R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R"
-15.8804	"B,B,B,B,B,B,B,B,B,G/B/B/B/B/B/B/B/"
-15.8273	"/B,G,G,G,G,G,G,G,G,G"
-15.8126	"B,B,RB,RB,RB,RB,RB,RB,RB,R"
-15.8109	",B,B,B,B,B,B,B,B,G/B/B/B/B/B/B/B/"
-15.7814	"R,/B,/B,/B,/B,/B,/B,/B,/B,"
-15.7729	"B,B,GB,GB,GB,GB,GB,GB,GB,B"
-15.7428	"B,B,B,B,B,B,B,B,B,B////////"
-15.741	"B,/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/R"
-15.741	"B,/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/G"
-15.7398	"/,G/,G/,G/,G/,G/,G/,G/,G/,G/"
-15.7398	"/R,/R,/R,/R,/R,/R,/R,/R,/R,/"
-15.7142	"B,/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/R"
-15.7053	"////////,B,B,B,B,B,B,B,B,B"
-15.7039	"/R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G"
-15.6967	"/B,G//B,G//B,G//B,G//B,G//B,G//B,G//B,G//B,G//B"
-15.6954	"/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,R"
-15.6949	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,"
-15.6922	"////////B,B,B,B,B,B,B,B,B,B"
-15.6864	"R/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/"
-15.6819	"R,B//R,B//R,B//R,B//R,B//R,B//R,B//R,B//R,B/"
-15.6672	"/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,R"
-15.6195	"B,B,B,B,B,B,B,B,B,G////////"
-15.6184	"/R,GB,GB,GB,GB,GB,GB,GB,GB,GB"
-15.5746	"R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G/"
-15.5543	"R,GR,GR,GR,GR,GR,GR,GR,GR,GB"
-15.5308	"RB,RB,RB,RB,RB,RB,RB,RB,RB,B/"
-15.5277	"/RB,G/G/RB,G/G/RB,G/G/RB,G/G/RB,G/G/RB,G/G/RB,G/G/RB,G/G/RB,G/G"
-15.5277	"/RB,G/R/RB,G/R/RB,G/R/RB,G/R/RB,G/R/RB,G/R/RB,G/R/RB,G/R/RB,G/R"
-15.5193	"/B,B//B,B//B,B//B,B//B,B//B,B//B,B//B,B//B,B"
-15.5189	"B,B//B,B//B,B//B,B//B,B//B,B//B,B//B,B//B,B/"
-15.5164	",B/,B/,B/,B/,B/,B/,B/,B/,B/G"
-15.5164	",B/,B/,B/,B/,B/,B/,B/,B/,B/B"
-15.5163	"RB,BB,BB,BB,BB,BB,BB,BB,B,"
-15.5088	"/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/B"
-15.4886	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,B"
-15.4886	"B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,G"
-15.4828	"B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G"
-15.4797	"B,B,B,B,B,B,B,B,B,B/G/G/G/G/G/G/G/G/"
-15.4794	"R/,G/,G/,G/,G/,G/,G/,G/,G/,G"
-15.4794	"/R,/R,/R,/R,/R,/R,/R,/R,/R,R"
-15.4757	"B,B,RB,RB,RB,RB,RB,RB,RB,G"
-15.4757	"B,B,RB,RB,RB,RB,RB,RB,RB,B"
-15.4746	"/R,B/,B/,B/,B/,B/,B/,B/,B/,B/"
-15.4744	"B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,G"
-15.4636	"R,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/,"
-15.4614	"B,RB,RB,RB,RB,RB,RB,RB,RB,"
-15.4592	"/G/G/G/G/G/G/G/G/R,B,B,B,B,B,B,B,B,B"
-15.4457	"//B,B//B,B//B,B//B,B//B,B//B,B//B,B//B,B//B,B"
-15.4265	"B,/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B"
-15.4097	"R,GB,GB,GB,GB,GB,GB,GB,GB,"
-15.4077	"/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,R"
-15.4073	"B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,"
-15.4073	"B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/,B"
-15.4073	"R/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/,G"
-15.3954	"R,R,R,R,R,R,R,R,R,R"
-15.3948	",R,R,R,R,R,R,R,R,G"
-15.3948	",R,R,R,R,R,R,R,R,B"
-15.3948	"/B,GB,GB,GB,GB,GB,GB,GB,GB,G"
-15.3941	"/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,"
-15.3795	"B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,/B"
-15.3788	"R,,B,B,B,B,B,B,B,B"
-15.3788	"B,,B,B,B,B,B,B,B,B"
-15.3733	"B/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/,G"
-15.3733	"B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,"
-15.3733	"R/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/,B"
-15.3678	"G,/B,/B,/B,/B,/B,/B,/B,/B,/B"
-15.3524	"B,B,B,B,B,B,B,B,B,/B/B/B/B/B/B/B/B"
-15.3514	"B,B,B,B,B,B,B,B,,B"
-15.3451	"B,B,B,B,B,B,B,B,B,G/G/G/G/G/G/G/G/G/"
-15.3313	"/B,GB,GB,GB,GB,GB,GB,GB,GB,GB"
-15.3156	"B,B,B,B,B,B,B,B,B,/"
-15.3012	"R,/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/B"
-15.2744	"B,B,B,B,B,B,B,B,B,G/G/G/G/G/G/G/G/"
-15.2606	"/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,GB"
-15.2599	"B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,/B"
-15.2567	"G,B/,B/,B/,B/,B/,B/,B/,B/,B/"
-15.2431	"RB,RB,RB,RB,RB,RB,RB,RB,RB,G/"
-15.2429	"B,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R"
-15.2209	"R/,B/,B/,B/,B/,B/,B/,B/,B/,B"
-15.2167	"/B/B/B/B/B/B/B/B/R,B,B,B,B,B,B,B,B,"
-15.1985	"/R/R/R/R/R/R/R/R,B,B,B,B,B,B,B,B,B"
-15.1823	"G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,B"
-15.1772	"B,B,B,B,B,B,B,B,B,B/B/B/B/B/B/B/B/B/B"
-15.1729	"BB,GB,GB,GB,GB,GB,GB,GB,G,G"
-15.1684	"B,B,GB,GB,GB,GB,GB,GB,GB,GG"
-15.1672	"/,B/,B/,B/,B/,B/,B/,B/,B/,B/"
-15.1481	"B,G,G,G,G,G,G,G,G,"
-15.1481	"R,G,G,G,G,G,G,G,G,"
-15.141	"/B,G//B,G//B,G//B,G//B,G//B,G//B,G//B,G//B,G"
-15.1122	"/,/B,/B,/B,/B,/B,/B,/B,/B,B"
-15.1055	"/B/B/B/B/B/B/B/B,B,B,B,B,B,B,B,B,B"
-15.0986	",/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/"
-15.0967	"/R,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B"
-15.0961	",GB,GB,GB,GB,GB,GB,GB,GB,B"
-15.0951	"RB,GB,GB,GB,GB,GB,GB,GB,GB,B"
-15.0783	"RB,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/"
-15.0618	"R,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B"
-15.0438	"R,/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/G"
-15.0312	"B,B,B,B,B,B,B,B,B,G/R"
-14.9933	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/"
-14.9899	"B,B,B,B,B,B,B,B,B,B/B/B/B/B/B/B/B/"
-14.9898	"B,B,B,B,B,B,B,B,B,G/B/B/B/B/B/B/B/B/"
-14.9876	"R/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/"
-14.9839	"/B/B/B/B/B/B/B/B/R,B,B,B,B,B,B,B,B,B"
-14.9804	"B,G//B,G//B,G//B,G//B,G//B,G//B,G//B,G//B,G/"
-14.9729	"/B,/B,/B,/B,/B,/B,/B,/B,/B,/G"
-14.9729	"/B,/B,/B,/B,/B,/B,/B,/B,/B,/R"
-14.9511	"/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/B"
-14.948	"/RB,B//RB,B//RB,B//RB,B//RB,B//RB,B//RB,B//RB,B//RB,B/B"
-14.948	"/RB,B//RB,B//RB,B//RB,B//RB,B//RB,B//RB,B//RB,B//RB,B/R"
-14.9387	"B,B,B,B,B,B,B,B,B,G/B/B/B/B/B/B/B/B/B"
-14.9314	"G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/"
-14.9305	"BB,GB,GB,GB,GB,GB,GB,GB,GB,"
-14.9253	"R/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/,"
-14.9244	"/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B"
-14.9236	"/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/G"
-14.9214	"B/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/"
-14.9214	"R/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/"
-14.9173	"G/B,/B,/B,/B,/B,/B,/B,/B,/B,"
-14.8892	"B,B,B,B,B,B,B,B,B,G/B"
-14.8878	"G,G,G,G,G,G,G,G,G,G"
-14.8621	",B,B,B,B,B,B,B,B,B/B/B/B/B/B/B/B/"
-14.8479	"R,/R,/R,/R,/R,/R,/R,/R,/R,/"
-14.8285	"B,B,RB,RB,RB,RB,RB,RB,RB,RB"
-14.8189	"/B,/B,/B,/B,/B,/B,/B,/B,/B,G/////////"
-14.8144	"/RB,B//RB,B//RB,B//RB,B//RB,B//RB,B//RB,B//RB,B//RB,B/G"
-14.8121	"/////////,B,B,B,B,B,B,B,B,B"
-14.8087	"R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//"
-14.7878	",B,B,B,B,B,B,B,B,R"
-14.7874	"B,B,B,B,B,B,B,B,B,B/G"
-14.7874	"/R/R/R/R/R/R/R/R/R,B,B,B,B,B,B,B,B,B"
-14.7584	"R/B,G/R/B,G/R/B,G/R/B,G/R/B,G/R/B,G/R/B,G/R/B,G/R/B,G/"
-14.7571	"/R/R/R/R/R/R/R/R/B,B,B,B,B,B,B,B,B,B"
-14.7506	"/,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B"
-14.746	"B/B,G/B/B,G/B/B,G/B/B,G/B/B,G/B/B,G/B/B,G/B/B,G/B/B,G/"
-14.7206	"B,B,B,B,B,B,B,B,B,B/R"
-14.7201	",GB,GB,GB,GB,GB,GB,GB,GB,G"
-14.7138	"/////////B,B,B,B,B,B,B,B,B,B"
-14.7134	"R,RB,RB,RB,RB,RB,RB,RB,RB,RB"
-14.713	"B,B,B,B,B,B,B,B,B,B/////////"
-14.7128	"B,/,/,/,/,/,/,/,/,/"
-14.7128	"R,/,/,/,/,/,/,/,/,/"
-14.7082	"B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/"
-14.6968	"/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R"
-14.6935	"R,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,/"
-14.6922	"/B/B/B/B/B/B/B/B,B,B,B,B,B,B,B,B,"
-14.6911	"/,/,/,/,/,/,/,/,/,G"
-14.6911	"/,/,/,/,/,/,/,/,/,B"
-14.6878	",RB,RB,RB,RB,RB,RB,RB,RB,G"
-14.6825	"G,GB,GB,GB,GB,GB,GB,GB,GB,B"
-14.6715	"B,B,B,B,B,B,B,B,B,/////////"
-14.6422	"R,RB,RB,RB,RB,RB,RB,RB,RB,G"
-14.6402	"/RB,G//RB,G//RB,G//RB,G//RB,G//RB,G//RB,G//RB,G//RB,G/G"
-14.6376	"G/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/,"
-14.6376	",/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/G"
-14.6376	",/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/R"
-14.6369	",B,B,B,B,B,B,B,B,B/B"
-14.6351	"R/B,/B,/B,/B,/B,/B,/B,/B,/B,"
-14.6351	"B/B,/B,/B,/B,/B,/B,/B,/B,/B,"
-14.6257	"B,B,GB,GB,GB,GB,GB,GB,GB,G"
-14.6081	"G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,"
-14.606	"/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/"
-14.5893	"/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,R"
-14.5718	"RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/B"
-14.5683	"B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/R"
-14.5671	"RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/B"
-14.5657	"//B,G//B,G//B,G//B,G//B,G//B,G//B,G//B,G//B,G"
-14.561	"RB,B,B,B,B,B,B,B,B,"
-14.5559	"/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/G"
-14.5524	"B,/B,/B,/B,/B,/B,/B,/B,/B,B"
-14.5524	"B,/B,/B,/B,/B,/B,/B,/B,/B,G"
-14.5419	"R/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B"
-14.5349	"/RB,G//RB,G//RB,G//RB,G//RB,G//RB,G//RB,G//RB,G//RB,G/B"
-14.5349	"/RB,G//RB,G//RB,G//RB,G//RB,G//RB,G//RB,G//RB,G//RB,G/R"
-14.5332	"B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/,"
-14.525	"R,R,R,R,R,R,R,R,R,"
-14.4757	"B,B,B,B,B,B,B,B,B,G/G"
-14.4714	"B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/G"
-14.4709	"/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/"
-14.4637	"/,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,G"
-14.4634	"/,G/,G/,G/,G/,G/,G/,G/,G/,G"
-14.4593	"G/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B"
-14.4593	"R/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B"
-14.4593	"R/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G"
-14.4593	"B/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G"
-14.4507	",G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R"
-14.4481	"G/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B"
-14.4388	"G,B,B,B,B,B,B,B,B,"
-14.4217	"RB,B,B,B,B,B,B,B,B,B"
-14.4029	",G,G,G,G,G,G,G,G,G"
-14.3951	"B,/B,/B,/B,/B,/B,/B,/B,/B,"
-14.3902	"G,GB,GB,GB,GB,GB,GB,GB,GB,GB"
-14.3848	"RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/G"
-14.3735	",B,B,B,B,B,B,B,B,G/B/B/B/B/B/B/B/B/"
-14.3719	"B,GB,GB,GB,GB,GB,GB,GB,GB,GR"
-14.3719	"B,B,B,B,B,B,B,B,B,/B/B/B/B/B/B/B/B/B"
-14.3617	"B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/"
-14.3579	"B,B,B,B,B,B,B,B,B,GB"
-14.3557	"B,G//B,G//B,G//B,G//B,G//B,G//B,G//B,G//B,G//"
-14.346	"/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/"
-14.3405	"/,/,/,/,/,/,/,/,/,"
-14.339	"/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/B"
-14.339	"/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/G"
-14.339	"/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/R"
-14.338	"/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/"
-14.3218	"GB,GB,GB,GB,GB,GB,GB,GB,GB,R"
-14.3213	",B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B"
-14.3117	"R/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G"
-14.3071	"B,GB,GB,GB,GB,GB,GB,GB,GB,R"
-14.3046	"RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/G"
-14.2913	",G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B"
-14.2913	",B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R"
-14.2682	"/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/R"
-14.2442	"/R,GB//R,GB//R,GB//R,GB//R,GB//R,GB//R,GB//R,GB//R,GB/R"
-14.2442	"/R,GB//R,GB//R,GB//R,GB//R,GB//R,GB//R,GB//R,GB//R,GB/B"
-14.2414	"B,GB,GB,GB,GB,GB,GB,GB,GB,GG"
-14.224	"R,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/"
-14.2227	"B,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/"
-14.214	"B,B,B,B,B,B,B,B,B,G/////////"
-14.2121	"B/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G"
-14.2101	"B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B"
-14.2093	"/B,GB//B,GB//B,GB//B,GB//B,GB//B,GB//B,GB//B,GB//B,GB/B"
-14.1815	"B,RB,RB,RB,RB,RB,RB,RB,RB,G"
-14.1659	"B,/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B"
-14.1627	"/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,G"
-14.1605	"R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/G"
-14.1588	"B,B,B,B,B,B,B,B,B,G/"
-14.1538	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G"
-14.1538	"B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B"
-14.1528	"RB,GB/RB,GB/RB,GB/RB,GB/RB,GB/RB,GB/RB,GB/RB,GB/RB,GB/"
-14.151	"B,/B,/B,/B,/B,/B,/B,/B,/B,/R"
