./main --alphabet=BRG --data=/RB,GB/\;/RB,GB/,/RB,GB/\;/RB,GB/,/RB,GB/,/RB,GB/ --param=0.8 --threads=12 --top=10000 --time=20m
-16.9586	"B,/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G"
-16.946	"/B/B/B/B/B/B/B/R,B,B,B,B,B,B,B,B,"
-16.9278	"B/,B/,B/,B/,B/,B/,B/,B/,B/,B/"
-16.909	"/,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/"
-16.8997	"/B,B/,B/,B/,B/,B/,B/,B/,B/,B/"
-16.8918	"/R,/R,/R,/R,/R,/R,/R,/R,/R,/R"
-16.8102	",G,G,G,G,G,G,G,G,B"
-16.7872	"B,B,B,B,B,B,B,B,B,////////"
-16.7615	"/RB,/RB,/RB,/RB,/RB,/RB,/RB,/RB,/RB,/"
-16.7478	"/R,B/,B/,B/,B/,B/,B/,B/,B/,B/"
-16.7328	",/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/B"
-16.731	"R/,G/,G/,G/,G/,G/,G/,G/,G/,G/"
-16.7093	"B,R,R,R,R,R,R,R,R,R"
-16.7041	"RB,BB,BB,BB,BB,BB,BB,BB,B,"
-16.6826	"/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/B"
-16.6643	"G/B,/B,/B,/B,/B,/B,/B,/B,/B,/B"
-16.6331	"/R,/R,/R,/R,/R,/R,/R,/R,/R,/B"
-16.5897	",B,B,B,B,B,B,B,B,G/B/B/B/B/B/B/B/"
-16.5877	"//B,G//B,G//B,G//B,G//B,G//B,G//B,G//B,G//B,G//B"
-16.5749	"/B,G,G,G,G,G,G,G,G,G"
-16.5631	"/R,G,G,G,G,G,G,G,G,G"
-16.5247	",B,B,B,B,B,B,B,B,GB"
-16.5103	"B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,/"
-16.42	"/,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B"
-16.4169	"//B,B//B,B//B,B//B,B//B,B//B,B//B,B//B,B//B,B/"
-16.3624	"R/,B/,B/,B/,B/,B/,B/,B/,B/,B/"
-16.3381	"B,B,B,B,B,B,B,B,B,/G"
-16.3381	"B,B,B,B,B,B,B,B,B,/R"
-16.3175	"/R/R/R/R/R/R/R/B,B,B,B,B,B,B,B,B,B"
-16.3153	"////////R,B,B,B,B,B,B,B,B,B"
-16.2891	"R/B,/B,/B,/B,/B,/B,/B,/B,/B,/B"
-16.2891	"B/B,/B,/B,/B,/B,/B,/B,/B,/B,/B"
-16.2888	"B,B,B,B,B,B,B,B,B,G/B/B/B/B/B/B/B/B"
-16.2834	"R,B//R,B//R,B//R,B//R,B//R,B//R,B//R,B//R,B/"
-16.2566	"R,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G"
-16.2566	"B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,B"
-16.2557	",B,B,B,B,B,B,B,B,B/G"
-16.2557	",B,B,B,B,B,B,B,B,B/R"
-16.2496	"B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,G"
-16.2492	",R,R,R,R,R,R,R,R,R"
-16.2428	"R,R,R,R,R,R,R,R,R,G/"
-16.239	"B,B,B,B,B,B,B,B,B,/R/R/R/R/R/R/R/R/R"
-16.2373	"R,R,R,R,R,R,R,R,R,B/"
-16.2324	"/G/G/G/G/G/G/G/G/R,B,B,B,B,B,B,B,B,B"
-16.1923	"R/R,B,B,B,B,B,B,B,B,B"
-16.177	"/R,B//R,B//R,B//R,B//R,B//R,B//R,B//R,B//R,B"
-16.1737	"R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G/"
-16.1626	"RB,RB,RB,RB,RB,RB,RB,RB,RB,G/"
-16.1586	"//B,G//B,G//B,G//B,G//B,G//B,G//B,G//B,G//B,G/"
-16.1517	"R,RB,RB,RB,RB,RB,RB,RB,RB,G"
-16.1496	"B,R,R,R,R,R,R,R,R,"
-16.1446	"B,/B,/B,/B,/B,/B,/B,/B,/B,R"
-16.1221	"/,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/G"
-16.1221	"/,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/R"
-16.1171	"/B,B//B,B//B,B//B,B//B,B//B,B//B,B//B,B//B,B"
-16.1166	"B,B//B,B//B,B//B,B//B,B//B,B//B,B//B,B//B,B/"
-16.1015	"B,B,B,B,B,B,B,B,B,R/"
-16.0995	"/,/,/,/,/,/,/,/,/,/"
-16.0916	"B/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/"
-16.0906	"R,B/,B/,B/,B/,B/,B/,B/,B/,B"
-16.0906	"B,B/,B/,B/,B/,B/,B/,B/,B/,B"
-16.0563	",/B,/B,/B,/B,/B,/B,/B,/B,"
-16.0297	"B/B,B,B,B,B,B,B,B,B,B"
-16.0288	"G/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/"
-16.0112	",B,B,B,B,B,B,B,B,G/B"
-16.002	"/B,GB,GB,GB,GB,GB,GB,GB,GB,G"
-15.9853	"/B,/B,/B,/B,/B,/B,/B,/B,/B,GB"
-15.9816	"B,B,B,B,B,B,B,B,B,G/B/B/B/B/B/B/B/"
-15.9813	"RB,GB,GB,GB,GB,GB,GB,GB,GB,B"
-15.9734	"/G,B,B,B,B,B,B,B,B,B"
-15.9734	"R/,B,B,B,B,B,B,B,B,B"
-15.9734	"B,B,B,B,B,B,B,B,B,/B"
-15.9635	"/B,GB,GB,GB,GB,GB,GB,GB,GB,GB"
-15.9481	"G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,B"
-15.9036	"B,B,RB,RB,RB,RB,RB,RB,RB,R"
-15.8987	"B,B,GB,GB,GB,GB,GB,GB,GB,B"
-15.8939	"B,GB,GB,GB,GB,GB,GB,GB,G,G"
-15.876	"R,/B,/B,/B,/B,/B,/B,/B,/B,"
-15.8661	"G,G,G,G,G,G,G,G,G,B"
-15.8454	",B/,B/,B/,B/,B/,B/,B/,B/,B/B"
-15.8442	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,B"
-15.8374	"/R,/R,/R,/R,/R,/R,/R,/R,/R,/"
-15.8374	"/,G/,G/,G/,G/,G/,G/,G/,G/,G/"
-15.8316	",/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B"
-15.824	",RB,RB,RB,RB,RB,RB,RB,RB,R"
-15.8195	"B,/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/G"
-15.8117	"B,B,B,B,B,B,B,B,B,B////////"
-15.8056	"R,RB,RB,RB,RB,RB,RB,RB,RB,"
-15.8043	"B,B,B,B,B,B,B,B,B,/B/B/B/B/B/B/B/B/B/B"
-15.804	"G/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/"
-15.804	"R/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/"
-15.7944	"/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/R"
-15.7913	"/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/G"
-15.7725	"/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,R"
-15.7725	"/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,R"
-15.7663	"/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/G"
-15.7626	"////////B,B,B,B,B,B,B,B,B,B"
-15.7589	"////////,B,B,B,B,B,B,B,B,B"
-15.7572	"RB,RB,RB,RB,RB,RB,RB,RB,RB,B/"
-15.7436	"B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,/B"
-15.7411	"R/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/"
-15.7376	"/B,G//B,G//B,G//B,G//B,G//B,G//B,G//B,G//B,G"
-15.7121	"RB,RB,RB,RB,RB,RB,RB,RB,RB,RB"
-15.7098	"R/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/,B"
-15.6927	"B,B,B,B,B,B,B,B,B,G////////"
-15.6493	"B,B,B,B,B,B,B,B,B,GBBBBBBBBB"
-15.6411	"R,B/G,B/G,B/G,B/G,B/G,B/G,B/G,B/G,B/"
-15.6411	"B,B/G,B/G,B/G,B/G,B/G,B/G,B/G,B/G,B/"
-15.6348	"B,B,B,B,B,B,B,B,B,G/G/G/G/G/G/G/G/"
-15.6121	"/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/G"
-15.6121	"/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/R"
-15.6082	",R,B,B,B,B,B,B,B,B"
-15.6054	"/////////R,B,B,B,B,B,B,B,B,B"
-15.6029	"B,B,RB,RB,RB,RB,RB,RB,RB,G"
-15.6029	"B,B,RB,RB,RB,RB,RB,RB,RB,B"
-15.584	"/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/R"
-15.5666	"B,RB,RB,RB,RB,RB,RB,RB,RB,"
-15.5635	"B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G"
-15.5627	"R,GB,GB,GB,GB,GB,GB,GB,GB,"
-15.5617	"R,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/,"
-15.5577	",B/,B/,B/,B/,B/,B/,B/,B/,B/G"
-15.5417	"B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,G"
-15.5318	"B,/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/R"
-15.5272	"R/,G/,G/,G/,G/,G/,G/,G/,G/,G"
-15.5272	"/R,/R,/R,/R,/R,/R,/R,/R,/R,R"
-15.5224	"G,G,G,G,G,G,G,G,G,"
-15.5167	"/,/B,/B,/B,/B,/B,/B,/B,/B,B"
-15.5042	"B,/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B"
-15.5042	"B,/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/R"
-15.5038	",/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/"
-15.4946	"/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/B"
-15.4737	"GB,GB,GB,GB,GB,GB,GB,GB,GB,GB"
-15.4722	"/B/B/B/B/B/B/B/B,B,B,B,B,B,B,B,B,"
-15.4595	"B,G//B,G//B,G//B,G//B,G//B,G//B,G//B,G//B,G/"
-15.4568	"R/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/,G"
-15.4568	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,"
-15.4568	"B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/,B"
-15.4568	"B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,"
-15.4559	"R,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,/B"
-15.4559	"/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,R"
-15.4401	"/R,GB,GB,GB,GB,GB,GB,GB,GB,GB"
-15.435	"B,,B,B,B,B,B,B,B,B"
-15.435	"R,,B,B,B,B,B,B,B,B"
-15.4249	"G,/B,/B,/B,/B,/B,/B,/B,/B,/B"
-15.4245	"B,B,B,B,B,B,B,B,B,/B/B/B/B/B/B/B/B"
-15.4221	"B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,"
-15.4221	"B/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/,G"
-15.4084	"B,B,B,B,B,B,B,B,,B"
-15.4039	"B,BB,BB,BB,BB,BB,BB,BB,BB,B"
-15.3994	"B,B,B,B,B,B,B,B,B,G/G/G/G/G/G/G/G/G/"
-15.3781	"B,B,B,B,B,B,B,B,B,/"
-15.3628	",R,R,R,R,R,R,R,R,B"
-15.3628	",R,R,R,R,R,R,R,R,G"
-15.3459	"//B,B//B,B//B,B//B,B//B,B//B,B//B,B//B,B//B,B"
-15.3174	"B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,/B"
-15.3115	"G,B/,B/,B/,B/,B/,B/,B/,B/,B/"
-15.2823	"RB,BB,BB,BB,BB,BB,BB,BB,B,B"
-15.2797	"/,B/,B/,B/,B/,B/,B/,B/,B/,B/"
-15.2781	"B,B,B,B,B,B,B,B,B,B/G/G/G/G/G/G/G/G/"
-15.2749	"R/,B/,B/,B/,B/,B/,B/,B/,B/,B"
-15.2707	"/R/R/R/R/R/R/R/R,B,B,B,B,B,B,B,B,B"
-15.266	"BB,GB,GB,GB,GB,GB,GB,GB,G,G"
-15.2361	"B,B,RB,RB,RB,RB,RB,RB,RB,RB"
-15.2038	"B,GB,GB,GB,GB,GB,GB,GB,GB,GB/"
-15.2028	"/R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G"
-15.1809	"/B/B/B/B/B/B/B/B,B,B,B,B,B,B,B,B,B"
-15.1785	"/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R"
-15.1571	",B,B,B,B,B,B,B,B,G/B/B/B/B/B/B/B/B/"
-15.1386	"/R/R/R/R/R/R/R/R/B,B,B,B,B,B,B,B,B,B"
-15.1227	"R,G,G,G,G,G,G,G,G,"
-15.1227	"B,G,G,G,G,G,G,G,G,"
-15.122	"B,B,B,B,B,B,B,B,B,G/B"
-15.1184	"/B,/B,/B,/B,/B,/B,/B,/B,/B,/R"
-15.1184	"/B,/B,/B,/B,/B,/B,/B,/B,/B,/G"
-15.107	"R/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/"
-15.102	"R,/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/G"
-15.0792	"/B/B/B/B/B/B/B/B/R,B,B,B,B,B,B,B,B,B"
-15.0779	"BB,GB,GB,GB,GB,GB,GB,GB,GB,"
-15.0714	"B,B,B,B,B,B,B,B,B,B/B/B/B/B/B/B/B/"
-15.0709	"R,/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/B"
-15.0397	"R/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/"
-15.0397	"B/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/"
-15.0217	"B,B,B,B,B,B,B,B,B,G/B/B/B/B/B/B/B/B/B"
-15.0176	",/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/R"
-15.0051	"/B/B/B/B/B/B/B/B/R,B,B,B,B,B,B,B,B,"
-15.0033	"B,B,B,B,B,B,B,B,B,/////////"
-15.0019	"G/B,/B,/B,/B,/B,/B,/B,/B,/B,"
-14.9976	"/B,/B,/B,/B,/B,/B,/B,/B,/B,G/////////"
-14.9813	"B,B,GB,GB,GB,GB,GB,GB,GB,GG"
-14.9809	",GB,GB,GB,GB,GB,GB,GB,GB,B"
-14.9776	"B,B,B,B,B,B,B,B,B,B/B/B/B/B/B/B/B/B/B"
-14.9749	"RB,GB/RB,GB/RB,GB/RB,GB/RB,GB/RB,GB/RB,GB/RB,GB/RB,GB/"
-14.9711	"R,R,R,R,R,R,R,R,R,R"
-14.9668	"R,GR,GR,GR,GR,GR,GR,GR,GR,GB"
-14.9535	"/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,"
-14.9447	",B,B,B,B,B,B,B,B,B/B/B/B/B/B/B/B/"
-14.9301	"G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/"
-14.8933	"R,/R,/R,/R,/R,/R,/R,/R,/R,/"
-14.8877	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/"
-14.8539	"B,B,B,B,B,B,B,B,B,G/R"
-14.8526	"/////////,B,B,B,B,B,B,B,B,B"
-14.8514	"/,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B"
-14.8497	",RB,RB,RB,RB,RB,RB,RB,RB,G"
-14.8438	",GB,GB,GB,GB,GB,GB,GB,GB,G"
-14.8248	"B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/"
-14.8194	"G,G,G,G,G,G,G,G,G,G"
-14.8096	"B,B,B,B,B,B,B,B,B,B/R"
-14.8059	"B,B,B,B,B,B,B,B,B,B/G"
-14.8001	"B,B,B,B,B,B,B,B,B,G/B/B/B/B/B/B/B/B/"
-14.7869	",B,B,B,B,B,B,B,B,R"
-14.777	"/////////B,B,B,B,B,B,B,B,B,B"
-14.7763	"B,B,B,B,B,B,B,B,B,B/////////"
-14.7743	"R,/,/,/,/,/,/,/,/,/"
-14.7743	"B,/,/,/,/,/,/,/,/,/"
-14.7696	"R,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,/"
-14.7635	"/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/B"
-14.753	"//B,G//B,G//B,G//B,G//B,G//B,G//B,G//B,G//B,G"
-14.7525	"/,/,/,/,/,/,/,/,/,G"
-14.7525	"/,/,/,/,/,/,/,/,/,B"
-14.751	"/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,G"
-14.7501	"B,B,GB,GB,GB,GB,GB,GB,GB,G"
-14.7394	"G,GB,GB,GB,GB,GB,GB,GB,GB,B"
-14.7308	"B/B,G/B/B,G/B/B,G/B/B,G/B/B,G/B/B,G/B/B,G/B/B,G/B/B,G/"
-14.7303	"/RB,GB,GB,GB,GB,GB,GB,GB,GB,G"
-14.7299	"G/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/,"
-14.7299	"R/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/,"
-14.7299	",/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/G"
-14.7254	"/RB,GB/RB,GB/RB,GB/RB,GB/RB,GB/RB,GB/RB,GB/RB,GB/RB,GB"
-14.7205	"R/B,/B,/B,/B,/B,/B,/B,/B,/B,"
-14.7205	"B/B,/B,/B,/B,/B,/B,/B,/B,/B,"
-14.7177	"/R/R/R/R/R/R/R/R/R,B,B,B,B,B,B,B,B,B"
-14.7154	"G/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B"
-14.6905	"/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,R"
-14.6672	"B,/B,/B,/B,/B,/B,/B,/B,/B,G"
-14.6672	"B,/B,/B,/B,/B,/B,/B,/B,/B,B"
-14.665	"G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,"
-14.6638	"/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/"
-14.6638	"/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/"
-14.6614	"RB,B,B,B,B,B,B,B,B,"
-14.6368	"R/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B"
-14.6254	"R/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B"
-14.6078	",B,B,B,B,B,B,B,B,B/B"
-14.5926	"R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//"
-14.5715	"B,B,B,B,B,B,B,B,B,GB"
-14.5429	"/,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,G"
-14.5418	"R/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G"
-14.5418	"B/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G"
-14.537	"RB,B,B,B,B,B,B,B,B,B"
-14.53	"G/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B"
-14.5159	"/,G/,G/,G/,G/,G/,G/,G/,G/,G"
-14.5012	"/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/B"
-14.5012	"/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/R"
-14.5012	"/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/G"
-14.496	"/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/"
-14.4897	"B,/B,/B,/B,/B,/B,/B,/B,/B,"
-14.4812	"/B,/B,/B,/B,/B,/B,/B,/B,/B,G/"
-14.4802	"B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/"
-14.4584	"R,R,R,R,R,R,R,R,R,"
-14.4522	"/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/"
-14.4494	"G,B,B,B,B,B,B,B,B,"
-14.4423	"GB,GB,GB,GB,GB,GB,GB,GB,GB,R"
-14.4407	"/R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G/G"
-14.4352	"/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/RB,B"
-14.4291	"/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/G"
-14.4291	"/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/R"
-14.4272	"/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B"
-14.4255	",G,G,G,G,G,G,G,G,G"
-14.402	"R,RB,RB,RB,RB,RB,RB,RB,RB,RB"
-14.378	",B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B"
-14.378	",G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R"
-14.373	"/,/,/,/,/,/,/,/,/,"
-14.3603	"/R,B//R,B//R,B//R,B//R,B//R,B//R,B//R,B//R,B/R"
-14.3539	"B,GB,GB,GB,GB,GB,GB,GB,GB,GR"
-14.3539	"B,GB,GB,GB,GB,GB,GB,GB,GB,GG"
-14.3472	",B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R"
-14.3472	",G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B"
-14.3437	"R,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/"
-14.3424	"B,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/"
-14.3394	"B,B,B,B,B,B,B,B,B,G/G"
-14.3013	"B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B"
-14.3013	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G"
-14.3009	"B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/,"
-14.2994	"B,GB,GB,GB,GB,GB,GB,GB,GB,R"
-14.2966	"B/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G"
-14.2966	"R/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G"
-14.2962	"B,B,B,B,B,B,B,B,B,G/////////"
-14.292	"B,G//B,G//B,G//B,G//B,G//B,G//B,G//B,G//B,G//"
-14.29	"B,/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/G"
-14.2712	"B,B,GB,GB,GB,GB,GB,GB,GB,GB"
-14.2712	"RB,GB,GB,GB,GB,GB,GB,GB,G,G"
-14.2457	"B,/B,/B,/B,/B,/B,/B,/B,/B,/R"
-14.2457	"B,/B,/B,/B,/B,/B,/B,/B,/B,/G"
-14.2267	"/R,B//R,B//R,B//R,B//R,B//R,B//R,B//R,B//R,B/G"
-14.2266	"R,GB,GB,GB,GB,GB,GB,GB,GB,B"
-14.2258	"/B,B,B,B,B,B,B,B,B,B"
-14.2247	"/,B,B,B,B,B,B,B,B,B"
-14.2199	"B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B"
-14.2011	"B,B,B,B,B,B,B,B,B,G/"
-14.2002	"B,B,B,B,B,B,B,B,B,B/"
-14.1935	"/B,/B,/B,/B,/B,/B,/B,/B,/B,B/"
-14.1794	"B,/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B"
-14.1791	"R,G,B,G,B,G,B,G,B,G"
-14.1725	"B,B,B,B,B,B,B,B,B,/B/B/B/B/B/B/B/B/B"
-14.161	"G,GB,GB,GB,GB,GB,GB,GB,GB,GB"
-14.1604	"/,B/,B/,B/,B/,B/,B/,B/,B/,B"
-14.1572	"B,RB,RB,RB,RB,RB,RB,RB,RB,G"
-14.1569	"B,B,B,B,B,B,B,B,B,B/B"
-14.153	"/R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G/R"
-14.1298	"/RB,/RB,/RB,/RB,/RB,/RB,/RB,/RB,/RB,"
-14.1021	"/RB,/RB,/RB,/RB,/RB,/RB,/RB,/RB,/RB,B"
-14.1021	"/RB,/RB,/RB,/RB,/RB,/RB,/RB,/RB,/RB,G"
-14.0586	"B,GB,GB,GB,GB,GB,GB,GB,GB,"
-14.0552	"/R,B,B,B,B,B,B,B,B,B"
-14.0416	",B,B,B,B,,B,B,B,B"
-14.0352	"/B,B//B,B//B,B//B,B//B,B//B,B//B,B//B,B//B,B/G"
-14.0352	"/R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G/B"
-14.0036	"/R,B//R,B//R,B//R,B//R,B//R,B//R,B//R,B//R,B/B"
-13.9886	"R,GB/,GB/,GB/,GB/,GB/,GB/,GB/,GB/,GB/"
-13.9768	"B,B,B,B,B,B,B,B,B,B/B/B/B/B/B/B/B/B/"
-13.9751	",B,B,B,B,B,B,B,B,B/B/B/B/B/B/B/B/B/"
-13.972	"G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G"
-13.9654	",RB,RB,RB,RB,RB,RB,RB,RB,B"
-13.9413	",GB/,GB/,GB/,GB/,GB/,GB/,GB/,GB/,GB/"
