./main --alphabet=BRG --data=/RB,GB/\;/RB,GB/,/RB,GB/\;/RB,GB/,/RB,GB/,/RB,GB/ --param=0.5 --threads=12 --top=10000 --time=20m
-15.9523	"G,G,G,G,G,G,G,G,G,"
-15.9381	"B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/"
-15.9381	"R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/"
-15.7998	"/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G"
-15.7998	"/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B"
-15.7688	"/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B"
-15.5353	"R,R,R,R,R,R,R,R,R,R"
-15.5341	",B,B,B,B,B,B,B,B,G"
-15.5214	"R,B,B,B,B,B,B,B,B,"
-15.4281	"G,G,G,G,G,G,G,G,G,G"
-15.4164	"/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G"
-15.0535	"/B,/B,/B,/B,/B,/B,/B,/B,/B,"
-15.0309	"R,R,R,R,R,R,R,R,R,"
-15.013	",G,G,G,G,G,G,G,G,G"
-14.7609	"R,R,R,R,R,R,R,R,R,B"
-14.7609	"R,R,R,R,R,R,R,R,R,G"
-14.503	"B,G,G,G,G,G,G,G,G,G"
-14.503	"R,G,G,G,G,G,G,G,G,G"
-14.16	"/B,/B,B,/B,B,B,/B,B,B,"
-14.1486	"B,B,B,B,B,B,B,B,B,R"
-14.0445	"G,B,B,B,B,B,B,B,B,B"
-13.5967	"R,B,B,B,B,B,B,B,B,B"
-13.5967	"B,B,B,B,B,B,B,B,B,G"
-13.5824	",B,B,B,B,B,B,B,B,B"
-13.5696	"B,B,B,B,B,B,B,B,B,"
-12.9036	"B,B,B,B,B,B,B,B,B,B"
# Global sample count:	390592393
# Elapsed time:	1200.05 seconds 
# Samples per second:	325481
