./main --alphabet=BRG --data=G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR --param=1.2 --threads=12 --top=10000 --time=30m
-22.0898	"G/R/R,G/R/R,G/R,G/R,G/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,"
-22.0898	"G/R/R,G/R/R,G/R,G/R,G/R/R,G/R,/R/R/R,/R/R,/R,"
-22.0898	"G/R/R,G/R/R,G/R,G/R,G/R/R,G/R,G/R,/R/R,/R,"
-22.0898	"G/R/R,G/R/R,G/R,G/R,G/R/R/R,G/R/R,G/R,G/R/R,G/R,"
-22.0898	"G/R/R,G/R/R,G/R,G/R,G/R/R,G/R,G/R,G/R,G/R,"
-22.0898	"G/R/R,G/R/R,G/R,G/R,G/R/R,G/R,G/R,G/R/R,G/R,"
-22.0898	"G/R/R,G/R/R,G/R,G/R,G/R/R,G/R,G/R/R,G/R,/R,"
-22.0898	"G/R,G/R,G/R,/R/R/R/R/R/R,/R/R/R/R/R,/R/R/R/R,/R/R/R,/R/R,/R,"
-22.0898	"G/R/R,G/R/R,G/R,G/R,G/R/R,G/R,G/R/R,G/R,G/R,"
-22.0898	"G/R/R,G/R/R,G/R,G/R,G/R/R,G/R,G/R/R/R,G/R/R,G/R,"
-22.0898	"G/R/R,G/R/R,G/R,G/R,G/R/R/R,G/R/R,G/R,/R/R,/R,"
-22.0898	"G/R,G/R,G/R,G/R,/R/R/R/R/R,/R/R/R/R,/R/R/R,/R/R,/R,"
-22.0898	"G/R,G/R,G/R,G/R,G/R,/R/R/R/R,/R/R/R,/R/R,/R,"
-22.0898	"G/R/R,G/R/R,G/R,G/R/R/R,G/R/R,G/R,G/R/R,G/R,/R,"
-22.0898	"G/R/R,G/R/R,G/R,G/R,G/R/R/R,G/R/R,G/R,G/R,G/R,"
-22.0898	"G/R/R/R,G/R/R/R,G/R/R,G/R,G/R,G/R/R/R,G/R/R,G/R,/R,"
-22.0898	"G/R,G/R,G/R,G/R,G/R,G/R,G/R/R/R,G/R/R,G/R,"
-22.0898	"G/R/R/R,G/R/R/R,G/R/R,G/R,G/R,G/R,G/R,G/R,G/R,"
-22.0898	"G/R/R/R,G/R/R/R,G/R/R,G/R,G/R,G/R,G/R,G/R/R,G/R,"
-22.0898	"G/R/R/R,G/R/R/R,G/R/R,G/R,G/R,G/R,G/R/R,G/R,/R,"
-22.0898	"G/R/R/R,G/R/R/R,G/R/R,G/R,G/R,G/R,G/R/R,G/R,G/R,"
-22.0898	"G/R/R/R,G/R/R/R,G/R/R,G/R,G/R,G/R,G/R/R/R,G/R/R,G/R,"
-22.0898	"G/R/R/R,G/R/R/R,G/R/R,G/R,G/R,G/R/R,G/R,/R/R,/R,"
-22.0898	"G/R/R/R,G/R/R/R,G/R/R,G/R,G/R,G/R/R,G/R,G/R,/R,"
-22.0898	"G/R/R/R,G/R/R/R,G/R/R,G/R,G/R,G/R/R,G/R,G/R,G/R,"
-22.0898	"G/R,G/R,G/R,G/R,G/R,G/R/R,G/R,/R/R,/R,"
-22.0898	"G/R,G/R,G/R,G/R,G/R,G/R/R,G/R,G/R,/R,"
-22.0898	"G/R/R/R,G/R/R/R,G/R/R,G/R,G/R,G/R/R,G/R,G/R/R,G/R,"
-22.0898	"G/R,G/R,G/R,G/R,G/R,G/R,G/R/R,G/R,G/R,"
-22.0898	"G/R/R/R,G/R/R/R,G/R/R,G/R,G/R,G/R/R/R,G/R/R,G/R,G/R,"
-22.0898	"G/R/R/R,G/R/R/R,G/R/R,G/R,G/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,"
-22.0898	"G/R/R/R,G/R/R/R,G/R/R,G/R,G/R/R,G/R,/R/R/R,/R/R,/R,"
-22.0898	"G/R/R/R,G/R/R/R,G/R/R,G/R,G/R/R,G/R,G/R,/R/R,/R,"
-22.0898	"G/R/R/R,G/R/R/R,G/R/R,G/R,G/R/R,G/R,G/R,G/R,/R,"
-22.0898	"G/R/R/R,G/R/R/R,G/R/R,G/R,G/R/R,G/R,G/R,G/R,G/R,"
-22.0898	"G/R/R/R,G/R/R/R,G/R/R,G/R,G/R/R,G/R,G/R,G/R/R,G/R,"
-22.0898	"G/R/R/R,G/R/R/R,G/R/R,G/R,G/R/R,G/R,G/R/R,G/R,/R,"
-22.0898	"G/R/R/R,G/R/R/R,G/R/R,G/R,G/R/R,G/R,G/R/R,G/R,G/R,"
-22.0898	"G/R/R/R,G/R/R/R,G/R/R,G/R,G/R/R,G/R,G/R/R/R,G/R/R,G/R,"
-22.0898	"G/R/R/R,G/R/R/R,G/R/R,G/R,G/R/R/R,G/R/R,G/R,/R/R,/R,"
-22.0898	"G/R/R/R,G/R/R/R,G/R/R,G/R,G/R,/R/R/R/R,/R/R/R,/R/R,/R,"
-22.0898	"G/R/R,G/R/R,G/R,G/R/R/R,G/R/R,G/R,G/R/R,G/R,G/R,"
-22.0898	"G/R/R,G/R/R,G/R,G/R/R/R,G/R/R,G/R,G/R/R/R,G/R/R,G/R,"
-22.0898	"G/R/R,G/R/R,G/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,/R/R,/R,"
-22.0898	"G/R/R,G/R/R,G/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R,/R,"
-22.0898	"G/R/R,G/R/R,G/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R,G/R,"
-22.0898	"G/R/R,G/R/R,G/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R/R,G/R,"
-22.0898	"G/R/R,G/R/R,G/R,G/R/R/R/R/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,/R,"
-22.0898	"G/R/R,G/R/R,G/R,G/R/R/R/R/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R,"
-22.0898	"G/R,G/R,G/R,G/R,G/R,G/R,/R/R/R,/R/R,/R,"
-22.0898	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,/R/R,/R,"
-22.0898	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,/R,"
-22.0898	"G/R/R/R,G/R/R/R,G/R/R,G/R,/R/R/R/R/R,/R/R/R/R,/R/R/R,/R/R,/R,"
-22.0898	"G/R/R,G/R/R,G/R,G/R,G/R,G/R,G/R/R,G/R,/R,"
-22.0898	"G/R/R/R,G/R/R/R,G/R/R,G/R,G/R,G/R,/R/R/R,/R/R,/R,"
-22.0898	"G/R/R/R,G/R/R/R,G/R/R,G/R,G/R,G/R,G/R,/R/R,/R,"
-22.0898	"G/R/R/R,G/R/R/R,G/R/R,G/R,G/R,G/R,G/R,G/R,/R,"
-22.0898	"G/R,G/R,G/R,G/R/R,G/R,G/R,/R/R/R,/R/R,/R,"
-22.0898	"G/R,G/R,G/R,G/R/R,G/R,/R/R/R/R,/R/R/R,/R/R,/R,"
-22.0898	"G/R,G/R,G/R,G/R,G/R/R/R/R/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,"
-22.0898	"G/R,G/R,G/R,G/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R,"
-22.0898	"G/R,G/R,G/R,G/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,/R,"
-22.0898	"G/R,G/R,G/R,G/R,G/R/R/R,G/R/R,G/R,G/R/R,G/R,"
-22.0898	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R/R,G/R,"
-22.0898	"G/R,G/R,G/R,G/R,G/R,G/R,G/R/R,G/R,/R,"
-22.0898	"G/R,G/R,G/R/R,G/R,G/R,G/R/R/R,G/R/R,G/R,/R,"
-22.0898	"G/R,G/R,G/R/R,G/R,G/R,G/R,G/R,G/R,/R,"
-22.0898	"G/R,G/R,G/R/R,G/R,G/R,G/R,G/R,G/R,G/R,"
-22.0898	"G/R,G/R,G/R/R,G/R,G/R,G/R,G/R,G/R/R,G/R,"
-22.0898	"G/R,G/R,G/R/R,G/R,G/R,G/R,G/R/R,G/R,/R,"
-22.0898	"G/R,G/R,G/R/R,G/R,G/R,G/R,G/R/R,G/R,G/R,"
-22.0898	"G/R,G/R,G/R,G/R/R,G/R,G/R/R,G/R,/R/R,/R,"
-22.0898	"G/R,G/R,G/R/R,G/R,G/R,G/R,G/R/R/R,G/R/R,G/R,"
-22.0898	"G/R,G/R,G/R/R,G/R,G/R,G/R/R,G/R,/R/R,/R,"
-22.0898	"G/R,G/R,G/R/R,G/R,G/R,G/R/R,G/R,G/R,/R,"
-22.0898	"G/R,G/R,G/R,G/R/R,G/R,G/R,G/R/R/R,G/R/R,G/R,"
-22.0898	"G/R,G/R,G/R/R,G/R,G/R,G/R/R,G/R,G/R,G/R,"
-22.0898	"G/R,G/R,G/R/R,G/R,G/R,G/R/R,G/R,G/R/R,G/R,"
-22.0898	"G/R,G/R,G/R/R,G/R,G/R,G/R,G/R,/R/R,/R,"
-22.0898	"G/R,G/R,G/R/R,G/R,G/R,G/R/R/R,G/R/R,G/R,G/R,"
-22.0898	"G/R,G/R,G/R/R,G/R,G/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,"
-22.0898	"G/R,G/R,G/R/R,G/R,G/R/R,G/R,/R/R/R,/R/R,/R,"
-22.0898	"G/R,G/R,G/R/R,G/R,G/R/R,G/R,G/R,/R/R,/R,"
-22.0898	"G/R,G/R,G/R/R,G/R,G/R/R,G/R,G/R,G/R,/R,"
-22.0898	"G/R,G/R,G/R/R,G/R,G/R/R,G/R,G/R,G/R,G/R,"
-22.0898	"G/R,G/R,G/R/R,G/R,G/R/R,G/R,G/R,G/R/R,G/R,"
-22.0898	"G/R,G/R,G/R/R,G/R,G/R/R,G/R,G/R/R,G/R,/R,"
-22.0898	"G/R,G/R,G/R/R,G/R,G/R/R,G/R,G/R/R,G/R,G/R,"
-22.0898	"G/R,G/R,G/R/R,G/R,G/R/R,G/R,G/R/R/R,G/R/R,G/R,"
-22.0898	"G/R,G/R,G/R/R,G/R,G/R/R/R,G/R/R,G/R,/R/R,/R,"
-22.0898	"G/R,G/R,G/R,G/R/R/R,G/R/R,G/R,G/R/R,G/R,/R,"
-22.0898	"G/R,G/R,G/R,G/R/R,G/R,G/R/R,G/R,G/R/R,G/R,"
-22.0898	"G/R,G/R,G/R,G/R/R,G/R,G/R/R/R,G/R/R,G/R,/R,"
-22.0898	"G/R,G/R,G/R,G/R/R,G/R,G/R/R/R,G/R/R,G/R,G/R,"
-22.0898	"G/R,G/R,G/R,G/R/R,G/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,"
-22.0898	"G/R,G/R,G/R,G/R/R/R,G/R/R,G/R,/R/R/R,/R/R,/R,"
-22.0898	"G/R,G/R,G/R,G/R/R/R,G/R/R,G/R,G/R,/R/R,/R,"
-22.0898	"G/R,G/R,G/R,G/R/R/R,G/R/R,G/R,G/R,G/R,/R,"
-22.0898	"G/R,G/R,G/R,G/R/R/R,G/R/R,G/R,G/R,G/R,G/R,"
-22.0898	"G/R,G/R,G/R,G/R/R/R,G/R/R,G/R,G/R,G/R/R,G/R,"
-22.0898	"G/R,G/R,G/R,G/R/R,G/R,G/R/R,G/R,G/R,G/R,"
-22.0898	"G/R,G/R,G/R,G/R/R,G/R,G/R/R,G/R,G/R,/R,"
-22.0898	"G/R,G/R,G/R/R,G/R,G/R/R/R,G/R/R,G/R,G/R,/R,"
-22.0898	"G/R,G/R,G/R,G/R/R/R,G/R/R,G/R,G/R/R,G/R,G/R,"
-22.0898	"G/R,G/R,G/R,G/R/R/R,G/R/R,G/R,G/R/R/R,G/R/R,G/R,"
-22.0898	"G/R,G/R,G/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,/R/R,/R,"
-22.0898	"G/R,G/R,G/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R,/R,"
-22.0898	"G/R,G/R,G/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R,G/R,"
-22.0898	"G/R,G/R,G/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R/R,G/R,"
-22.0898	"G/R,G/R,G/R,G/R/R/R/R/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,/R,"
-22.0898	"G/R,G/R,G/R,G/R/R/R/R/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R,"
-22.0898	"G/R,G/R,G/R/R,G/R,/R/R/R/R/R,/R/R/R/R,/R/R/R,/R/R,/R,"
-22.0898	"G/R,G/R,G/R/R,G/R,G/R,/R/R/R/R,/R/R/R,/R/R,/R,"
-22.0898	"G/R,G/R,G/R/R,G/R,G/R,G/R,/R/R/R,/R/R,/R,"
-22.0898	"G/R,G/R,G/R/R/R/R/R/R,G/R/R/R/R/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,/R,"
-22.0898	"G/R,G/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,/R/R/R,/R/R,/R,"
-22.0898	"G/R,G/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R,/R/R,/R,"
-22.0898	"G/R,G/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R,G/R,/R,"
-22.0898	"G/R,G/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R,G/R,G/R,"
-22.0898	"G/R,G/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R,G/R/R,G/R,"
-22.0898	"G/R,G/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R/R,G/R,/R,"
-22.0898	"G/R,G/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R/R,G/R,G/R,"
-22.0898	"G/R,G/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R/R/R,G/R/R,G/R,"
-22.0898	"G/R,G/R,G/R/R/R/R/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,/R/R,/R,"
-22.0898	"G/R,G/R,G/R/R/R/R/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R,/R,"
-22.0898	"G/R,G/R,G/R/R/R/R/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R,G/R,"
-22.0898	"G/R,G/R,G/R/R/R/R/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R/R,G/R,"
-22.0898	"G/R,G/R,G/R/R/R,G/R/R,G/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,"
-22.0898	"G/R/R,G/R/R,G/R,/R/R/R/R/R/R,/R/R/R/R/R,/R/R/R/R,/R/R/R,/R/R,/R,"
-22.0898	"G/R/R,G/R/R,G/R,G/R,/R/R/R/R/R,/R/R/R/R,/R/R/R,/R/R,/R,"
-22.0898	"G/R/R,G/R/R,G/R,G/R,G/R,/R/R/R/R,/R/R/R,/R/R,/R,"
-22.0898	"G/R,G/R,G/R,G/R/R,G/R,G/R,G/R,G/R,G/R,"
-22.0898	"G/R/R,G/R/R,G/R,G/R,G/R,G/R,/R/R/R,/R/R,/R,"
-22.0898	"G/R/R,G/R/R,G/R,G/R,G/R,G/R,G/R,/R/R,/R,"
-22.0898	"G/R/R,G/R/R,G/R,G/R,G/R,G/R,G/R,G/R,/R,"
-22.0898	"G/R/R,G/R/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,"
-22.0898	"G/R/R,G/R/R,G/R,G/R,G/R,G/R,G/R,G/R/R,G/R,"
-22.0898	"G/R/R,G/R/R,G/R,G/R/R,G/R,G/R,G/R,G/R,G/R,"
-22.0898	"G/R/R,G/R/R,G/R,G/R,G/R,G/R,G/R/R,G/R,G/R,"
-22.0898	"G/R,G/R,G/R/R/R,G/R/R,G/R,G/R,G/R,G/R,G/R,"
-22.0898	"G/R,G/R,G/R/R,G/R,G/R/R/R,G/R/R,G/R,G/R,G/R,"
-22.0898	"G/R,G/R,G/R/R,G/R,G/R/R/R,G/R/R,G/R,G/R/R,G/R,"
-22.0898	"G/R,G/R,G/R,G/R/R,G/R,G/R,G/R/R,G/R,G/R,"
-22.0898	"G/R,G/R,G/R/R,G/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,/R,"
-22.0898	"G/R,G/R,G/R/R,G/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R,"
-22.0898	"G/R,G/R,G/R/R,G/R,G/R/R/R/R/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,"
-22.0898	"G/R,G/R,G/R/R/R,G/R/R,G/R,/R/R/R/R,/R/R/R,/R/R,/R,"
-22.0898	"G/R,G/R,G/R,G/R/R,G/R,G/R,G/R/R,G/R,/R,"
-22.0898	"G/R,G/R,G/R/R/R,G/R/R,G/R,G/R,/R/R/R,/R/R,/R,"
-22.0898	"G/R,G/R,G/R/R/R,G/R/R,G/R,G/R,G/R,/R/R,/R,"
-22.0898	"G/R,G/R,G/R/R/R,G/R/R,G/R,G/R,G/R,G/R,/R,"
-22.0898	"G/R/R,G/R/R,G/R,G/R,G/R,G/R,G/R/R/R,G/R/R,G/R,"
-22.0898	"G/R,G/R,G/R/R/R,G/R/R,G/R,G/R,G/R,G/R/R,G/R,"
-22.0898	"G/R,G/R,G/R/R/R,G/R/R,G/R,G/R,G/R/R,G/R,/R,"
-22.0898	"G/R,G/R,G/R/R/R,G/R/R,G/R,G/R,G/R/R,G/R,G/R,"
-22.0898	"G/R,G/R,G/R/R/R,G/R/R,G/R,G/R,G/R/R/R,G/R/R,G/R,"
-22.0898	"G/R,G/R,G/R,G/R/R,G/R,G/R,G/R,G/R/R,G/R,"
-22.0898	"G/R,G/R,G/R/R/R,G/R/R,G/R,G/R/R,G/R,/R/R,/R,"
-22.0898	"G/R,G/R,G/R/R/R,G/R/R,G/R,G/R/R,G/R,G/R,/R,"
-22.0898	"G/R,G/R,G/R/R/R,G/R/R,G/R,G/R/R,G/R,G/R,G/R,"
-22.0898	"G/R,G/R,G/R/R/R,G/R/R,G/R,G/R/R,G/R,G/R/R,G/R,"
-22.0898	"G/R,G/R,G/R/R/R,G/R/R,G/R,G/R/R/R,G/R/R,G/R,/R,"
-22.0898	"G/R,G/R,G/R/R/R,G/R/R,G/R,G/R/R/R,G/R/R,G/R,G/R,"
-22.0898	"G/R/R/R/R/R,G/R/R/R/R/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R,G/R,G/R,"
-22.0898	"G/R/R/R/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R,G/R,G/R/R,G/R,"
-22.0898	"G/R/R/R/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R,G/R/R,G/R,/R,"
-22.0898	"G/R/R/R/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R,G/R/R,G/R,G/R,"
-22.0898	"G/R,G/R,G/R,G/R,G/R,G/R/R/R,G/R/R,G/R,G/R,"
-22.0898	"G/R/R/R/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R,G/R/R/R,G/R/R,G/R,"
-22.0898	"G/R/R/R/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R/R,G/R,/R/R,/R,"
-22.0898	"G/R/R/R/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R/R,G/R,G/R,/R,"
-22.0898	"G/R/R/R/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R/R,G/R,G/R,G/R,"
-22.0898	"G/R/R/R/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R/R,G/R,G/R/R,G/R,"
-22.0898	"G/R/R/R/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R/R/R,G/R/R,G/R,/R,"
-22.0898	"G/R/R/R/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R/R/R,G/R/R,G/R,G/R,"
-22.0898	"G/R/R/R/R/R,G/R/R/R/R/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R,/R/R,/R,"
-22.0898	"G/R/R/R/R/R,G/R/R/R/R/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R,G/R,/R,"
-22.0898	"G/R,G/R,G/R,G/R,G/R,G/R/R,G/R,G/R,G/R,"
-22.0898	"G/R/R/R/R/R,G/R/R/R/R/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R/R,G/R,/R,"
-22.0898	"G/R,G/R,G/R,G/R,G/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,"
-22.0898	"G/R,G/R,G/R,G/R,G/R/R,G/R,/R/R/R,/R/R,/R,"
-22.0898	"G/R,G/R,G/R,G/R,G/R/R,G/R,G/R,/R/R,/R,"
-22.0898	"G/R,G/R,G/R,G/R,G/R/R,G/R,G/R,G/R,/R,"
-22.0898	"G/R,G/R,G/R,G/R,G/R/R,G/R,G/R,G/R,G/R,"
-22.0898	"G/R,G/R,G/R,G/R,G/R/R,G/R,G/R,G/R/R,G/R,"
-22.0898	"G/R,G/R,G/R,G/R,G/R/R,G/R,G/R/R,G/R,/R,"
-22.0898	"G/R,G/R,G/R,G/R,G/R/R,G/R,G/R/R,G/R,G/R,"
-22.0898	"G/R,G/R,G/R,G/R,G/R/R,G/R,G/R/R/R,G/R/R,G/R,"
-22.0898	"G/R,G/R,G/R,G/R,G/R/R/R,G/R/R,G/R,/R/R,/R,"
-22.0898	"G/R,G/R,G/R,G/R,G/R/R/R,G/R/R,G/R,G/R,/R,"
-22.0898	"G/R,G/R,G/R,G/R,G/R/R/R,G/R/R,G/R,G/R,G/R,"
-22.0898	"G/R/R/R/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R,G/R,G/R,G/R,"
-22.0898	"G/R/R/R/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R,/R/R/R,/R/R,/R,"
-22.0898	"G/R/R/R,G/R/R/R,G/R/R,G/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,/R,"
-22.0898	"G/R/R/R/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R,G/R,/R/R,/R,"
-22.0898	"G/R/R/R,G/R/R/R,G/R/R,G/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R,"
-22.0898	"G/R/R/R,G/R/R/R,G/R/R,G/R,G/R/R/R,G/R/R,G/R,G/R,G/R,"
-22.0898	"G/R,G/R,G/R,G/R,G/R,G/R/R,G/R,G/R/R,G/R,"
-22.0898	"G/R,G/R,G/R,G/R,G/R,G/R/R/R,G/R/R,G/R,/R,"
-22.0898	"G/R/R/R/R,G/R/R/R/R,G/R/R/R,G/R/R,G/R,G/R,G/R,G/R,/R,"
-22.0898	"G/R/R/R,G/R/R/R,G/R/R,G/R,G/R/R/R,G/R/R,G/R,G/R,/R,"
-22.0898	"G/R/R/R,G/R/R/R,G/R/R,G/R,G/R/R/R,G/R/R,G/R,G/R/R,G/R,"
