./main --alphabet=BRG --data=G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR --param=1.4 --threads=12 --top=10000 --time=30m
-15.7808	",G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR"
-15.7794	"G,/R,/R,/R,/R,/R,/R,/R,/R,"
-15.7767	",G//R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R"
-15.772	",R,RR,RR,RR,RR,RR,RR,RR,RR"
-15.7687	"G//,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,R"
-15.7669	"G/,G/R/,G/R/,G/R/,G/R/,G/R/,G/R/,G/R/,G/R/,/R"
-15.7634	"G/G/G/G/G/G/G/G/G/G,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,/R"
-15.7234	"G//R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/RR"
-15.6962	"/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G//RR,"
-15.6886	"/,/R/R,R/R/R,R/R/R,R/R/R,R/R/R,R/R/R,R/R/R,R/R/R,R"
-15.6549	"G/,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,R/R/R/R/R/R/R/R/R/"
-15.6371	"G/G/,/R,G/G/G/,/R,G/,/R/R,G/G/,/R,G/,/R/R/R/R"
-15.6297	"R,/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R"
-15.6276	"G/G/,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,R"
-15.6207	"G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,B"
-15.6184	"G/,R/,R/,R/,R/,R/,R/,R/,R/,R/"
-15.6145	"G/,G/,G/,G/,G/,G/,G/,G/,G/,RRRRRRRR"
-15.6145	"G/,/G/R,R/G/R,R/G/R,R/G/R,R/G/R,R/G/R,R/G/R,R/G/R,R/R"
-15.607	"G/R,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,R"
-15.5804	"G,/G,G/G,G/G,G/G,G/G,G/G,G/G,G/G,G/R"
-15.5768	"G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G"
-15.5697	"G/R/,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,R"
-15.531	"G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/,/RR"
-15.5171	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R/R/R/R/R/R/R/R/R"
-15.517	"G//R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G"
-15.5096	"G/,/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,"
-15.5096	"G/,/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,"
-15.5096	"G/,/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,"
-15.5039	"G/,/R/,/R/,/R/,/R/,/R/,/R/,/R/,/R/,/R/"
-15.5007	"G/,/R/,/R/,/R/,/R/,/R/,/R/,/R/,/R/,/R"
-15.4972	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/,G"
-15.4909	"G/,/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,"
-15.4854	"/,/R/R,R/R/R,R/R/R,R/R/R,R/R/R,R/R/R,R/R/R,R/R/R,R/R"
-15.4647	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,/R/R/R/R/R/R/R/R/"
-15.4622	"//R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G"
-15.4475	"G/R,R/R,R/R,R/R,R/R,R/R,R/R,R/R,R/,R"
-15.4351	"G/G,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,/RR"
-15.4307	"G/,R,G/,R,G/,RR,G/,R,G/,RRRR"
-15.429	"G/G/G/G/,/R,G/,/R/R,G/G/,/R,G/,/R/R/R,G/,/R/R"
-15.4273	"G/G/G/G/,R,G/,RR,G/G/,R,G/,RRR,G/,RR"
-15.426	"G/B/,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,R"
-15.423	"G/,/RR/,/RR/,/RR/,/RR/,/RR/,/RR/,/RR/,/RR/,/RR/"
-15.4229	"G/,G/RR,G/,RR,G/,RR,G/,RR,G/,RR"
-15.4226	"G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,R"
-15.4115	"/,/R/R,R/R/R,R/R/R,R/R/R,R/R/R,R/R/R,R/R/R,R/R/R,R/R/R"
-15.4093	"G/,RG/,RG/,RG/,RG/,RG/,RG/,RG/,RG/,RR"
-15.4054	"G/,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RRRRRRRRRRR"
-15.3995	"G/,G/RRG/,G/RRG/,G/RRG/,G/RRG/,G/RRG/,G/RRG/,G/RRG/,G/RRG/,/RR"
-15.3976	"G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G//R"
-15.3842	"G/R/RR,R/R/RR,R/R/RR,R/R/RR,R/R/RR,R/R/RR,R/R/RR,R/R/RR,R//R,"
-15.3816	"G/,G/,G/,G/,G/,G/,G/,G/,G/,RR"
-15.3555	"G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G"
-15.354	"G/,RRG/,RRG/,RRG/,RRG/,RRG/,RRG/,RRG/,RRG/,RR"
-15.3533	"G/,/R,/R,/R,/R,/R,/R,/R,/R,G"
-15.344	",G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR"
-15.3427	",G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR"
-15.3414	"G/,G/R,G/RR,G/RRR,G/RRRR,G/RRRRR,G/RRRRRR,G/RRRRRRR,G/RRRRRRRR,R"
-15.3372	"G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,B"
-15.3363	"G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR"
-15.3065	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/,R"
-15.3029	"/,/RR,/RR,/RR,/RR,/RR,/RR,/RR,/RR,R"
-15.3003	"G/,/RG/,R/RG/,R/RG/,R/RG/,R/RG/,R/RG/,R/RG/,R/RG/,R/RR"
-15.2987	"G/,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RRRRRRRRR"
-15.2964	"//RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,"
-15.2898	"G/,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RG"
-15.2875	"G/,/G/,/G/,/G/,/G/,/G/,/G/,/G/,/G/,/R"
-15.2859	"G/G,/RRG/G,/RRG/G,/RRG/G,/RRG/G,/RRG/G,/RRG/G,/RRG/G,/RRG/,/RR"
-15.277	"G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G//R,G"
-15.2697	"G/,/RG/R,/RG/R,/RG/R,/RG/R,/RG/R,/RG/R,/RG/R,/RG/R,/RR"
-15.2678	"G/,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/R/RR"
-15.2643	"G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R"
-15.263	"G,GR,GR,GR,GR,GR,GR,GR,GR,R"
-15.2352	"G/R,/R,/R,/R,/R,/R,/R,/R,/R,"
-15.233	"G/,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RB"
-15.173	"G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,B"
-15.1675	"G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G//R,G"
-15.1674	"G/B/RR,B/B/RR,B/B/RR,B/B/RR,B/B/RR,B/B/RR,B/B/RR,B/B/RR,B//RR,"
-15.1607	"G//R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,B"
-15.1549	"G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,B"
-15.1548	"G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,B"
-15.129	"G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R"
-15.1222	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,R,R"
-15.1039	",G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR"
-15.1017	"G/,/R,/R,/R,/R,/R,/R,/R,/R,RR"
-15.0986	"G/,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,/RR"
-15.0881	"G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G"
-15.0879	"G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G"
-15.0822	"G/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR/RR/RR/RR/RR"
-15.0696	"G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G"
-15.0696	"G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,R"
-15.065	"/,R/RR,R/RR,R/RR,R/RR,R/RR,R/RR,R/RR,R/RR,R/RR"
-15.0606	",/R,/RR,/RR,/RR,/RR,/RR,/RR,/RR,/RR"
-15.0445	"G/G,G/RR/G,G/RR/G,G/RR/G,G/RR/G,G/RR/G,G/RR/G,G/RR/G,G/RR/,/RR"
-15.0319	"G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R"
-15.0178	"G/,G/R,G/RR,G/RRR,G/RRRR,G/RRRRR,G/RRRRRR,G/RRRRRRR,G/RRRRRRRR,"
-15.0032	"G,RR,RR,RR,RR,RR,RR,RR,RR,"
-14.9948	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,R"
-14.9921	"G//R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R"
-14.9913	"G/,/R,G/,/RR,G/,/RR,G/,/RR,G/,/R"
-14.9865	"G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G//R"
-14.9836	"G/,G/,G/,G/,G/,G/,G/,G/,G/,/"
-14.9797	",G//R,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR"
-14.9773	"G//R,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,R"
-14.9707	"B/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G//RR,"
-14.9707	"R/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G//RR,"
-14.9563	"G/,/RR,/,/RR,/,/RR,/,/RR,/,/RR/"
-14.9443	"G/R/RR,R/R/RR,R/R/RR,R/R/RR,R/R/RR,R/R/RR,R/R/RR,R/R/RR,R//RR,"
-14.9424	",G/R,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR"
-14.9337	"G/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/"
-14.9298	"G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,//R"
-14.9266	"/,/R,/R,/R,/R,/R,/R,/R,/R,/RR"
-14.9231	"G/,/RR,,G/,/RR,,G/,/RR,G/,/RR/"
-14.9199	"G/G/RG,G/G/RG,G/G/RG,G/G/RG,G/G/RG,G/G/RG,G/G/RG,G/G/RG,G//R,"
-14.9159	"G/,/,/,/,/,/,/,/,/,"
-14.9155	"G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,R"
-14.9128	"G/,/RRG/,/RRG/,/RRG/,/RRG/,/RRG/,/RRG/,/RRG/,/RRG/,/RRR"
-14.8716	"G//R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G"
-14.8633	"G/,/RR/G/,/RR/G/,/RR/G/,/RR/G/,/RR/G/,/RR/G/,/RR/G/,/RR/G/,/RR"
-14.8572	"/,/R,/R,/R,/R,/R,/R,/R,/R,/R"
-14.8516	"G/,/RRG/,/RRG/,/RRG/,/RRG/,/RRG/,/RRG/,/RRG/,/RRG/,/RRB"
-14.8367	"G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,B"
-14.824	"G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,B"
-14.8028	"G/,/,/,/,/,/,/,/,/,/"
-14.8019	"G/,/RRG/,/RRG/,/RRG/,/RRG/,/RRG/,/RRG/,/RRG/,/RRG/,/RRG"
-14.788	"G//R,,G/R/R,R,G/R/R,R,G/R/R,R,G/R/R,R"
-14.7772	"G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/,/RR"
-14.7741	"G,/R,G,R/RR,G,R/RR,G,R/RR,G,R/RR"
-14.7411	",//RR,R/R/RR,R/R/RR,R/R/RR,R/R/RR,R/R/RR,R/R/RR,R/R/RR,R/R/RR"
-14.7408	"G/,/R,,G/,/R,,G/,/R,G/,/R/"
-14.7216	"G/,G/,RG/,RG/,RG/,RG/,RG/,RG/,RG/,RR"
-14.7156	"B/,RR,G/,RR,G/,RR,G/,RR,G/,RR"
-14.7142	"R/,RR,G/,RR,G/,RR,G/,RR,G/,RR"
-14.712	"G,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR"
-14.7115	"G/,/R,G/B,/R,G/B,/R,G/B,/R,G/B,/R"
-14.7115	"G/,B/R,G/,B/R,G/,B/R,G/,B/R,G/,/R"
-14.7115	"G/B,/R,G/B,/R,G/B,/R,G/B,/R,G/,/R"
-14.7101	"G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,/RR"
-14.7073	"G,/RG,G,/RG,G,/RG,G,/RG,G,/RR"
-14.7054	"G,R,G,RR,G,RR,G,RR,G,RR"
-14.7054	"G,RR,G,RR,G,RR,G,RR,,RR"
-14.7017	"G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G//R,"
-14.6989	"G//R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R"
-14.6987	",/RR,G,/RR,G,/RR,G,/RR,G,/RR"
-14.6975	"G/,/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,R"
-14.696	"G/,RR,R/,RR,R/,RR,R/,RR,/,RR"
-14.6893	"G/,/R,G/G,/R,G/G,/R,G/G,/R,G/G,/R"
-14.6893	"G/,R/R,G/,R/R,G/,R/R,G/,R/R,G/,/R"
-14.6866	"G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,//RR"
-14.6775	"G/,/R,/,/R,/,/R,/,/R,/,/R/"
-14.6767	"G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,/"
-14.6642	"G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G"
-14.6642	"G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,R"
-14.6642	"G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G"
-14.6407	"G//R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,B"
-14.6396	"G//,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/RR"
-14.6354	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R/RR"
-14.6266	"G//,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,"
-14.6059	"G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G"
-14.5997	"G/,/R,G/,/R,G/,/R,G/,/R,G/,/R/"
-14.5958	"G/G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,"
-14.5864	"G//R,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,"
-14.5726	"GR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,/RR"
-14.5588	"G/G,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,/R"
-14.5485	"G,/RG,/RG,/RG,/RG,/RG,/RG,/RG,/RG,/RR"
-14.4975	"/,/R,/R,/R,/R,/R,/R,/R,/R,"
-14.4899	"G/G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,/R"
-14.4881	"B/,B/RR,G/,B/RR,G/,B/RR,G/,B/RR,G/,/RR"
-14.4879	"G/,/RR,G/,B/RR,G/,B/RR,G/,B/RR,G/,B/RB"
-14.4879	"G/,/RR,G/B,/RR,G/B,/RR,G/B,/RR,G/B,/RB"
-14.4825	"R/,R/RR,G/,R/RR,G/,R/RR,G/,R/RR,G/,/RR"
-14.4824	"G/,/RR,G/G,/RR,G/G,/RR,G/G,/RR,G/G,/RG"
-14.4816	"G/R,/RR,G/R,/RR,G/R,/RR,G/R,/RR,G/,/R"
-14.4816	"G/,R/RR,G/,R/RR,G/,R/RR,G/,R/RR,G/,/R"
-14.481	"G/B,/RR,B/B,/RR,B/B,/RR,B/B,/RR,/,/RR"
-14.4809	"G/,/R,G/B,/RB,G/B,/RB,G/B,/RB,G/B,/RR"
-14.4793	"G/G,G/RR,G/G,G/RR,G/G,G/RR,G/G,G/RR,/,/RR"
-14.476	"G/G/GR,G/G/GR,G/G/GR,G/G/GR,G/G/GR,G/G/GR,G/G/GR,G/G/GR,G//R,"
-14.4748	"G/G/,R,G/G/G/,R,G/,RR,G/G/,R,G/,RRRR"
-14.4657	"G/,/R,/R,/R,/R,/R,/R,/R,/R,/RR"
-14.4588	"G/R,/RR,R/R,/RR,R/R,/RR,R/R,/RR,/,/RR"
-14.4584	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,R/R/R/R/R/R/R/R/R/R"
-14.4556	"G/,/R,G/,,G/,,G/,/R,G/,/R/R/R"
-14.4556	"G/,/R,G/,/R,G/,,G/,,G/,/R/R/R"
-14.4556	"G/,/R,G/,,G/,/R/R,G/,/R,G/,/R"
-14.4556	"G/,/R,G/,/R,G/,,G/,/R,G/,/R/R"
-14.4556	"G/,/R,G/,/R,G/,/R,G/,,G/,/R/R"
-14.4556	"G/,/R,G/,/R,G/,,G/,/R/R,G/,/R"
-14.4556	"G/,/R,G/,,G/,,G/,/R/R,G/,/R/R"
-14.4556	"G/,/R,G/,,G/,,G/,,G/,/R/R/R/R"
-14.4556	"G/,/R,G/,,G/,/R/R,G/,,G/,/R/R"
-14.4556	"G/,/R,G/,,G/,/R,G/,/R/R,G/,/R"
-14.4556	"G/,/R,G/,,G/,/R,G/,/R,G/,/R/R"
-14.4556	"G/,/R,G/,,G/,/R,G/,,G/,/R/R/R"
-14.4556	"G/,/R,G/,,G/,,G/,/R/R/R,G/,/R"
-14.4168	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,B"
-14.3184	"G,G,R,G,R,G,R,G,R,"
-14.3039	"G/,/RR,/RR,/RR,/RR,/RR,/RR,/RR,/RR,R"
-14.3023	"G/,/R,/R,/R,/R,/R,/R,/R,/R,/R"
-14.2904	"G/,/RR,R/,/RR,R/,/RR,R/,/RR,/,/R"
-14.2685	"G/,/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,R"
-14.2531	"G/,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,B"
-14.2251	",/RR,R/RR,R/RR,R/RR,R/RR,R/RR,R/RR,R/RR,R/RR"
-14.2181	"G/,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/R/R"
-14.212	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,R/R"
-14.2019	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,R/R/R/R/R/R/R/R/R/"
-14.2007	"G,B/RR,G,B/RR,G,B/RR,G,B/RR,G,/RR"
-14.18	",/RR,,/RR,,/RR,,/RR,,/RR"
-14.1785	"G,G/RR,G,G/RR,G,G/RR,G,G/RR,G,/RR"
-14.1785	"G,R/RR,G,R/RR,G,R/RR,G,R/RR,G,/RR"
-14.148	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G"
-14.1289	"G/,R,R,R/,R,R,R/,R,R/,R/"
-14.0751	"G/,/,/,/,/,/,/,/,/,R"
-14.0659	"G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G//R"
-14.0435	"G/,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G"
-14.0088	"G,G,G,/RRG,G,G,/RRG,G,/RRG,/RR"
-13.9901	"G,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR"
-13.9846	"G/,/RR,/,/RR,/,/RR,/,/RR,/,/RR"
-13.9788	"G/,/R,G/,/R,G/,/R,G/,/R,G/,/R/R/R/R/R"
-13.9482	"G/B,B/RR,G/B,B/RR,G/B,B/RR,G/B,B/RR,G/,/RR"
-13.9407	"G/,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RRRRRRRRRR"
-13.9193	"G,/RR,/RR,/RR,/RR,/RR,/RR,/RR,/RR,/RR"
-13.863	"G/R,R/RR,G/R,R/RR,G/R,R/RR,G/R,R/RR,G/,/RR"
-13.8586	"G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G//R,G"
-13.8543	"G,/R,/R,/R,/R,/R,/R,/R,/R,/R"
-13.85	"/,/RR,/RR,/RR,/RR,/RR,/RR,/RR,/RR,"
-13.8195	"G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/,/R,"
-13.8106	",G//R,G/,/R,G/,/R,G/,/R,G/,/R"
-13.7923	"G/,RR,G/,RRR,G/,RRR,G/,RRR,G/,RRR"
-13.7867	"G/G,RR,G/G,RR,G/G,RR,G/G,RR,G/,RR"
-13.7812	"G/,G/R,G/,G/R,G/,G/R,G/,G/R,G/,/R"
-13.7759	"G/,/R,G/,R/R,G/,R/R,G/,R/R,G/,R/R"
-13.7722	"G//R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R"
-13.7281	"G/,/R,G/,R/RR,G/,R/RR,G/,R/RR,G/,R/RR"
-13.7085	"G//,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R"
-13.7004	"G/G,/RR/G,/RR/G,/RR/G,/RR/G,/RR/G,/RR/G,/RR/G,/RR/,/RR"
-13.6959	"G/,/RR,G/,/RR,G/,/RR/RR,G/,/RR,G/,/RR/RR/RR/RR"
-13.6922	"G,RR,RR,RR,RR,RR,RR,RR,RR,RR"
-13.6709	"G/,R,G/,RR,G/,RR,G/,RR,G/,RR"
-13.6401	"G/,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RRR"
-13.6301	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R/R"
-13.6114	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/RRRRRRRRR"
-13.6107	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,/R"
-13.5759	"G,/RR,G/G,/RR,G/G,/RR,G/G,/RR,/,/RR"
-13.543	"G/,G/,R,G/,R,G/,R,G/,R,R"
-13.5283	"G//RR,G/,/RR,G/,/RR,G/,/RR,G/,/R,"
-13.5269	",/,/RR,G/,/RR,G/,/RR,G/,/RR,G//RR"
-13.5143	"G//R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,R"
-13.5044	"G,,G,R,G,R,G,R,G,R"
-13.4966	"R,/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR"
-13.4901	"G,/RG,G/RG,G/RG,G/RG,G/RG,G/RG,G/RG,G/RG,G/RR"
-13.4828	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,RRRRRRRRR"
-13.4812	"G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,"
-13.4755	"G/,/RR,B/,/RR,B/,/RR,B/,/RR,B/,/RR"
-13.4555	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/RRRRRRRRRR"
-13.439	"G/,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,RR"
-13.4386	"G,,G,RR,G,RR,G,RR,G,RR"
-13.4196	"G/,RG/,R,RG/,R,R,RG/,R,R,R"
-13.3963	"G/R,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR"
-13.3888	"G/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR/"
-13.375	"G//R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,R"
-13.3178	"G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,R"
-13.3106	"G,RR,G,RR,G,RR,G,RR,G,RR"
-13.3073	"G/,/R,G/R,/R,G/R,/R,G/R,/R,G/R,/R"
-13.2646	"G//R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,"
-13.2329	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,"
-13.227	",/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR"
-13.2264	"G/,R,G/,R,G/,R,G/,R,/,R"
-13.2263	"G/,/RR,G,G,G/,/RR,G,G/,/RR,G//RR"
-13.2075	"G/,/R,G/,/R,G/,/R,G/,/R,G/,/RR"
-13.2057	"G/G/G/G/,G/G/G/G/,R,G/G/G/,R,G/G/,R,G/,R,"
