./main --alphabet=BRG --data=/RB,GB/\;/RB,GB/,/RB,GB/\;/RB,GB/,/RB,GB/,/RB,GB/ --param=0.7 --threads=12 --top=10000 --time=30m
-15.1822	",/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/R"
-15.1822	",/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/G"
-15.1751	"/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/"
-15.1751	"/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/"
-15.1582	"R,GB,GB,GB,GB,GB,GB,GB,GB,GB"
-15.154	"R,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,/"
-15.1157	"/,/B,/B,/B,/B,/B,/B,/B,/B,B"
-15.1059	",B,B,B,B,B,B,B,B,/B/B/B/B/B/B/B/B/"
-15.0919	",RB,RB,RB,RB,RB,RB,RB,RB,B"
-15.0891	"/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/"
-15.0891	"/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/"
-15.0502	"G,B,B,B,B,B,B,B,B,"
-15.0326	"B,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/"
-15.0326	"R,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/"
-15.0215	"B,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/"
-15.0215	"R,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/"
-14.9969	",B,B,B,B,B,B,B,B,B/B/B/B/B/B/B/B/"
-14.978	"B,/B,/B,/B,/B,/B,/B,/B,/B,/"
-14.944	"/,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,G"
-14.9325	"B,GB,GB,GB,GB,GB,GB,GB,GB,B"
-14.9137	",B,B,B,B,B,B,B,B,G/B/B/B/B/B/B/B/B/"
-14.8865	"B,/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B"
-14.8827	"/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,B"
-14.8827	"/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,G"
-14.8634	"/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,G"
-14.8545	"B,/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/G"
-14.8103	"/,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B"
-14.768	"/B/B/B/B/B/B/B/B/B,B,B,B,B,B,B,B,B,B"
-14.7616	"RB,RB,RB,RB,RB,RB,RB,RB,RB,G"
-14.7509	"B,B,B,B,B,B,B,B,B,B/B/B/B/B/B/B/B/B/"
-14.6915	"/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B"
-14.6915	"/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/G"
-14.6671	"/B/B/B/B/B/B/B/B,B,B,B,B,B,B,B,B,"
-14.6102	"/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/B"
-14.6102	"/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/G"
-14.5885	"/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,B"
-14.5552	",B,B,B,B,B,B,B,B,B/B"
-14.5125	"/B,/B,/B,/B,/B,/B,/B,/B,/B,"
-14.4975	"R,R,R,R,R,R,R,R,R,"
-14.4728	"RB,RB,RB,RB,RB,RB,RB,RB,RB,B"
-14.4723	"R,R,R,R,R,R,R,R,R,G"
-14.4723	"R,R,R,R,R,R,R,R,R,B"
-14.4692	",G,G,G,G,G,G,G,G,G"
-14.4651	"B,GB,GB,GB,GB,GB,GB,GB,GB,GB"
-14.4341	"RB,GB,GB,GB,GB,GB,GB,GB,GB,"
-14.4132	",/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/"
-14.3744	"GB,GB,GB,GB,GB,GB,GB,GB,GB,"
-14.3302	",RB,RB,RB,RB,RB,RB,RB,RB,RB"
-14.2565	"B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/,"
-14.0838	"B,G,G,G,G,G,G,G,G,G"
-14.0838	"R,G,G,G,G,G,G,G,G,G"
-13.9489	"R,RB,RB,RB,RB,RB,RB,RB,RB,B"
-13.8719	",B,B,B,B,B,B,B,B,G"
-13.8498	"R,B,B,B,B,B,B,B,B,"
-13.7724	"/RB,/RB,B,/RB,B,B,/RB,B,B,"
-13.6666	"/B/B/B/B/B/B/B/B/B,B,B,B,B,B,B,B,B,"
-13.6462	",B,B,B,B,B,B,B,B,B/B/B/B/B/B/B/B/B/"
-13.5532	"B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,/"
-13.4154	"RB,RB,RB,RB,RB,RB,RB,RB,RB,"
-13.3798	"RB,GB,GB,GB,GB,GB,GB,GB,GB,G"
-13.3587	"B,B,B,B,B,B,B,B,B,R"
-13.2921	",GB,GB,GB,GB,GB,GB,GB,GB,GB"
-13.2656	"/,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B"
-13.2625	"B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/"
-13.2625	"R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/"
-13.2457	"R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/"
-13.2457	"B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/"
-13.2187	"B,B,B,B,B,B,B,B,,"
-13.203	",/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B"
-13.203	"B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/,"
-13.1472	"G,B,B,B,B,B,B,B,B,B"
-13.0318	"/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G"
-13.0318	"/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B"
-13.0194	"R,R,R,/R,R,R,/R,R,/R,/"
-13.0041	"/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B"
-12.989	",G,G,G/,G,G,G/,G,G/,G/"
-12.9765	"/R,/R,R,/R,R,R,/R,R,R,"
-12.9691	"/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/,"
-12.9076	",B,B,B,B,,B,B,B,B"
-12.8072	"B,GB,GB,GB,GB,GB,GB,GB,GB,G"
-12.7811	",,B,B,B,B,B,B,B,B"
-12.7487	"B,B,B,B,,B,B,B,B,"
-12.6273	"/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G"
-12.5009	"R,B,B,B,B,B,B,B,B,B"
-12.5009	"B,B,B,B,B,B,B,B,B,G"
-12.4252	"/,G/,G,G/,G,G,G/,G,G,G"
-12.2002	",B,B,B,B,B,B,B,B,"
-11.8239	",B,B,B,B,B,B,B,B,B"
-11.7593	"B,B,B,B,B,B,B,B,B,B"
-11.2442	"B,B,B,B,B,B,B,B,B,"
-10.7869	",B,B,B/,B,B,B/,B,B/,B/"
-10.7828	"B,B,B,/B,B,B,/B,B,/B,/"
-10.6513	"/,B/,B,B/,B,B,B/,B,B,B"
-10.4573	"/B,/B,B,/B,B,B,/B,B,B,"
# Global sample count:	406279128
# Elapsed time:	1200.44 seconds 
# Samples per second:	338440
