./main --alphabet=BRG --data=/RB,GB/\;/RB,GB/,/RB,GB/\;/RB,GB/,/RB,GB/,/RB,GB/ --param=0.9 --threads=12 --top=10000 --time=30m
# ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
# Running Fleet on binli-HP-Z420-Workstation with PID=18741 by user binli at 2020-04-02 09:30:54
# ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
# Executable checksum: 12e9a29c5a924988e5b9ecdf5508f6c9  /proc/18741/exe
# 	 --input=input.txt
# 	 --threads=12
# 	 --chains=1
# 	 --mcmc=0
# 	 --mcts=0
# 	 --time=20m (1200000 ms)
# 	 --restart=0
# 	 --seed=0
# ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
# Edit Distance Paramter: 0.900000
-17.3458	"/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G//"
-17.3458	"/B,B/B/B,B/B/B,B/B/B,B/B/B,B/B/B,B/B/B,B/B/B,B/B/B,/B/"
-17.3379	"//B,B/B/B,B/B/B,B/B/B,B/B/B,B/B/B,B/B/B,B/B/B,B/B/B,B/"
-17.3379	"//B,G/G/B,G/G/B,G/G/B,G/G/B,G/G/B,G/G/B,G/G/B,G/G/B,G/"
-17.2443	"/B,G/B/B,G/B/B,G/B/B,G/B/B,G/B/B,G/B/B,G/B/B,G/B/B,G//"
-17.1586	"/RB,GB/RB,GB/RB,GB/RB,GB/RB,GB/RB,GB/RB,GB/RB,GB/RB,GB/G"
-17.1586	"/RB,GB/RB,GB/RB,GB/RB,GB/RB,GB/RB,GB/RB,GB/RB,GB/RB,GB/R"
-16.7388	"/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/GB"
-16.7165	",/RB,RB/RB,RB/RB,RB/RB,RB/RB,RB/RB,RB/RB,RB/RB,RB"
-16.6698	"/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,/B"
-16.6656	"/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB"
-16.6499	"/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,B/R,GB"
-16.6451	"/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/RG"
-16.639	"B/B,/B,/B,/B,/B,/B,/B,/B,/B,/"
-16.6367	",B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/,"
-16.606	"B,B,B,B,B,B,B,B,B,/B/B/B/B/B/B/B/B/B/"
-16.5599	"B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,/B"
-16.5575	"G/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,/"
-16.5575	"R/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,/"
-16.531	"/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,GB,G"
-16.5126	"/RB,RB/RB,RB/RB,RB/RB,RB/RB,RB/RB,RB/RB,RB/RB,RB/RB,/"
-16.4835	"B/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/G"
-16.4835	"G/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/B"
-16.4748	"/RB,GB,GB,GB,GB,GB,GB,GB,GB,G"
-16.3819	"R/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/"
-16.3802	"/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,/B"
-16.3631	"/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,B"
-16.3593	"R/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/"
-16.3224	"G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,/B"
-16.305	"/,/B,/B,/B,/B,/B,/B,/B,/B,/B"
-16.2979	"/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,G/"
-16.2965	"/R,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB"
-16.2823	"/B/B/B/B/B/B/B/B/B/B,B,B,B,B,B,B,B,B,B"
-16.269	"B,B,B,B,B,B,B,B,B,B/R"
-16.2388	",B,B,B,B,B,B,B,B,G/B/B/B/B/B/B/B/B/B/"
-16.1917	"B,B,B,B,B,B,B,B,B,B/B/B/B/B/B/B/B/B/B/"
-16.1498	"/R,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/R"
-16.1498	"/R,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/G"
-16.1193	"/,B/,B/,B/,B/,B/,B/,B/,B/,B/B"
-16.0992	"/,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/R"
-16.0992	"/,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/G"
-16.0991	"G/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B"
-16.0991	"B/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/G"
-16.0479	"B/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,G/"
-16.0239	"/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/R,GB/GB"
-16.0233	",/GB,GB/GB,GB/GB,GB/GB,GB/GB,GB/GB,GB/GB,GB/GB,GB"
-16.0131	"B,B,B,B,B,B,B,B,B,G/"
-16.0088	"B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/,G"
-16.0087	",RB,RB,RB,RB,RB,RB,RB,RB,RB/B/B/B/B/B/B/B/"
-15.9976	"G,G,G,G,G,G,G,G,G,"
-15.9917	"/,G/G,G/G,G/G,G/G,G/G,G/G,G/G,G/G,G/G"
-15.9865	"B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,G/B,/B"
-15.978	"/B,B,B,B,B,B,B,B,B,B"
-15.9635	"B,GB,GB,GB,GB,GB,GB,GB,GB,GB/B"
-15.9618	"/GB/GB/GB/GB/GB/GB/GB/GB,GB,GB,GB,GB,GB,GB,GB,GB,"
-15.9618	",RB,RB,RB,RB,RB,RB,RB,RB,RB/RB/RB/RB/RB/RB/RB/RB/"
-15.9514	"B,B,B,B,B,B,B,B,B,B/"
-15.9453	"/R,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/"
-15.9169	"BB,GB,GB,GB,GB,GB,GB,GB,GB,GB"
-15.9117	"BB,B,B,B,B,B,B,B,B,B"
-15.9095	"B,BB,BB,BB,BB,BB,BB,BB,B,"
-15.9036	"/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,B/G"
-15.8908	"/,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/"
-15.881	"B,B,B,B,B,B,B,B,B,BB"
-15.879	",/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,G"
-15.8493	"B/B/B/B/B/B/B/B/,B,B,B,B,B,B,B,B,B"
-15.8406	"/B,/B,/B,/B,/B,/B,/B,/B,/B,/R"
-15.8182	",B,B,B,B,B,B,B,B,B/B/B/B/B/B/B/B/B"
-15.808	",/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/RB,B/R"
-15.7556	"R/RB,GB,GB,GB,GB,GB,GB,GB,GB,G"
-15.7334	"/RB,GB/RB,GB/RB,GB/RB,GB/RB,GB/RB,GB/RB,GB/RB,GB/RB,GB/"
-15.7312	"//B,GB/B/B,GB/B/B,GB/B/B,GB/B/B,GB/B/B,GB/B/B,GB/B/B,GB/B/B,GB/B"
-15.7304	"B,/B,B/B,B/B,B/B,B/B,B/B,B/B,B/B,B"
-15.7179	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/"
-15.6896	"B,B,B,B,B,B,B,B,B,G/B/B/B/B/B/B/B/"
-15.6887	"B/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/B,GB/"
-15.6873	"//,GB/B/B,GB/B/B,GB/B/B,GB/B/B,GB/B/B,GB/B/B,GB/B/B,GB/B/B,GB/B"
-15.6782	"/,GB/GB,GB/GB,GB/GB,GB/GB,GB/GB,GB/GB,GB/GB,GB/GB,GB"
-15.6775	"/R/,GB/R/B,GB/R/B,GB/R/B,GB/R/B,GB/R/B,GB/R/B,GB/R/B,GB/R/B,GB"
-15.6662	"R/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/RB,G/"
-15.6583	"/RB/RB/RB/RB/RB/RB/RB/RB,RB,RB,RB,RB,RB,RB,RB,RB,"
